gene_symbol,Previous_Symbol,Updated_Symbol,Labonte_genes,Ding_genes,Ramaker_genes
OR51B2,HOR5'BETA3,OR51B2,NA,NA,OR51B2
OR51B2,OR51B1P,OR51B2,NA,NA,OR51B2
OR51B5,HOR5'BETA5,OR51B5,NA,NA,OR51B5
OR51B5,OR11-37,OR51B5,NA,NA,OR51B5
OR51B6,HOR5'BETA6,OR51B6,NA,NA,OR51B6
OR51M1,HOR5'BETA7,OR51M1,NA,NA,OR51M1
OR51M1,OR11-40,OR51M1,NA,NA,OR51M1
OR51Q1,-,OR51Q1,NA,NA,OR51Q1
OR51I1,-,OR51I1,NA,NA,OR51I1
OR51I2,OR11-38,OR51I2,NA,NA,OR51I2
OR52D1,OR11-43,OR52D1,NA,NA,OR52D1
UBQLN3,TUP-1,UBQLN3,NA,NA,UBQLN3
UBQLNL,-,UBQLNL,NA,NA,UBQLNL
LOC101927763,NA,LOC101927763,NA,NA,NA
OR52H1,OR11-41,OR52H1,NA,NA,OR52H1
OR52H1,OR11-45,OR52H1,NA,NA,OR52H1
OR52B6,OR11-47,OR52B6,NA,NA,OR52B6
TRIM6,RNF89,TRIM6,TRIM6,NA,TRIM6
TRIM6-TRIM34,IFP1,TRIM6-TRIM34,TRIM6,NA,TRIM6-TRIM34
TRIM6-TRIM34,RNF21,TRIM6-TRIM34,TRIM6,NA,TRIM6-TRIM34
TRIM6-TRIM34,RNF89,TRIM6-TRIM34,TRIM6,NA,TRIM6-TRIM34
TRIM6-TRIM34,TRIM34,TRIM6-TRIM34,TRIM6,NA,TRIM6-TRIM34
TRIM6-TRIM34,TRIM6,TRIM6-TRIM34,TRIM6,NA,TRIM6-TRIM34
TRIM34,IFP1,TRIM34,NA,NA,TRIM34
TRIM34,RNF21,TRIM34,NA,NA,TRIM34
TRIM5,RNF88,TRIM5,TRIM5,NA,TRIM5
TRIM5,TRIM5ALPHA,TRIM5,TRIM5,NA,TRIM5
TRIM22,GPSTAF50,TRIM22,TRIM22,TRIM22,TRIM22
TRIM22,RNF94,TRIM22,TRIM22,TRIM22,TRIM22
TRIM22,STAF50,TRIM22,TRIM22,TRIM22,TRIM22
OR52N4,OR11-64,OR52N4,NA,NA,OR52N4
OR56B1,OR11-65,OR56B1,NA,NA,OR56B1
OR56B1,OR56B1P,OR56B1,NA,NA,OR56B1
OR52N1,OR11-61,OR52N1,NA,NA,OR52N1
OR52N2,OR11-57,OR52N2,NA,NA,OR52N2
OR52E6,OR11-58,OR52E6,NA,NA,OR52E6
OR52E8,OR11-54,OR52E8,NA,NA,OR52E8
OR52E4,OR11-55,OR52E4,NA,NA,OR52E4
OR56A3,OR56A2P,OR56A3,NA,NA,OR56A3
OR56A3,OR56A3P,OR56A3,NA,NA,OR56A3
OR56A3,OR56A6,OR56A3,NA,NA,OR56A3
OR56A5,OR56A5P,OR56A5,NA,NA,OR56A5
OR52L1,OR11-50,OR52L1,NA,NA,OR52L1
OR56A4,OR11-49,OR56A4,NA,NA,OR56A4
OR56A1,OR11-75,OR56A1,NA,NA,OR56A1
OR56B4,OR11-67,OR56B4,NA,NA,OR56B4
OR52B2,OR11-70,OR52B2,NA,NA,OR52B2
OR52W1,OR11-71,OR52W1,NA,NA,OR52W1
OR52W1,OR52W1P,OR52W1,NA,NA,OR52W1
C11orf42,-,C11orf42,NA,NA,C11orf42
FAM160A2,C11orf56,FAM160A2,FAM160A2,NA,FAM160A2
FAM160A2,FHIP,FAM160A2,FAM160A2,NA,FAM160A2
CNGA4,CNCA2,CNGA4,CNGA4,NA,CNGA4
CNGA4,CNG-4,CNGA4,CNGA4,NA,CNGA4
CNGA4,CNG4,CNGA4,CNGA4,NA,CNGA4
CNGA4,CNG5,CNGA4,CNGA4,NA,CNGA4
CNGA4,CNGB2,CNGA4,CNGA4,NA,CNGA4
CNGA4,OCNC2,CNGA4,CNGA4,NA,CNGA4
CNGA4,OCNCBETA,CNGA4,CNGA4,NA,CNGA4
CNGA4,OCNCB,CNGA4,CNGA4,NA,CNGA4
CCKBR,CCK-B,CCKBR,CCKBR,CCKBR,CCKBR
CCKBR,CCK2R,CCKBR,CCKBR,CCKBR,CCKBR
CCKBR,GASR,CCKBR,CCKBR,CCKBR,CCKBR
PRKCDBP,NA,CAVIN3,CAVIN3,PRKCDBP,PRKCDBP
SMPD1,ASM,SMPD1,SMPD1,SMPD1,SMPD1
SMPD1,ASMASE,SMPD1,SMPD1,SMPD1,SMPD1
SMPD1,NPD,SMPD1,SMPD1,SMPD1,SMPD1
APBB1,FE65,APBB1,APBB1,APBB1,APBB1
APBB1,MGC:9072,APBB1,APBB1,APBB1,APBB1
APBB1,RIR,APBB1,APBB1,APBB1,APBB1
HPX,HX,HPX,HPX,NA,HPX
TRIM3,BERP,TRIM3,TRIM3,TRIM3,TRIM3
TRIM3,HAC1,TRIM3,TRIM3,TRIM3,TRIM3
TRIM3,RNF22,TRIM3,TRIM3,TRIM3,TRIM3
TRIM3,RNF97,TRIM3,TRIM3,TRIM3,TRIM3
ARFIP2,POR1,ARFIP2,ARFIP2,ARFIP2,ARFIP2
TIMM10B,FXC1,TIMM10B,TIMM10B,FXC1,TIMM10B
TIMM10B,TIM10B,TIMM10B,TIMM10B,FXC1,TIMM10B
TIMM10B,TIM9B,TIMM10B,TIMM10B,FXC1,TIMM10B
DNHD1,C11orf47,DNHD1,DNHD1,NA,DNHD1
DNHD1,CCDC35,DNHD1,DNHD1,NA,DNHD1
DNHD1,DHCD1,DNHD1,DNHD1,NA,DNHD1
DNHD1,DNHD1L,DNHD1,DNHD1,NA,DNHD1
RRP8,KIAA0409,RRP8,RRP8,NA,RRP8
RRP8,NML,RRP8,RRP8,NA,RRP8
ILK,HEL-S-28,ILK,ILK,ILK,ILK
ILK,ILK-1,ILK,ILK,ILK,ILK
ILK,ILK-2,ILK,ILK,ILK,ILK
ILK,P59,ILK,ILK,ILK,ILK
ILK,P59ILK,ILK,ILK,ILK,ILK
TAF10,TAF2A,TAF10,TAF10,TAF10,TAF10
TAF10,TAF2H,TAF10,TAF10,TAF10,TAF10
TAF10,TAFII30,TAF10,TAF10,TAF10,TAF10
TPP1,CLN2,TPP1,TPP1,TPP1,TPP1
TPP1,GIG1,TPP1,TPP1,TPP1,TPP1
TPP1,LPIC,TPP1,TPP1,TPP1,TPP1
TPP1,SCAR7,TPP1,TPP1,TPP1,TPP1
TPP1,TPP-1,TPP1,TPP1,TPP1,TPP1
DCHS1,CDH19,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,CDH25,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,CDHR6,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,FIB1,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,MVP2,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,PCDH16,DCHS1,DCHS1,DCHS1,DCHS1
DCHS1,VMLDS1,DCHS1,DCHS1,DCHS1,DCHS1
MRPL17,L17MT,MRPL17,MRPL17,MRPL17,MRPL17
MRPL17,LIP2,MRPL17,MRPL17,MRPL17,MRPL17
MRPL17,MRP-L17,MRPL17,MRPL17,MRPL17,MRPL17
MRPL17,MRP-L26,MRPL17,MRPL17,MRPL17,MRPL17
MRPL17,RPL17L,MRPL17,MRPL17,MRPL17,MRPL17
MRPL17,RPML26,MRPL17,MRPL17,MRPL17,MRPL17
OR2AG2,OR11-76,OR2AG2,NA,NA,OR2AG2
OR2AG2,OR2AG2P,OR2AG2,NA,NA,OR2AG2
OR2AG1,OR11-79,OR2AG1,NA,NA,OR2AG1
OR2AG1,OR2AG3,OR2AG1,NA,NA,OR2AG1
OR6A2,I7,OR6A2,OR6A2,NA,OR6A2
OR6A2,OR11-55,OR6A2,OR6A2,NA,OR6A2
OR6A2,OR6A1,OR6A2,OR6A2,NA,OR6A2
OR6A2,OR6A2P,OR6A2,OR6A2,NA,OR6A2
OR10A5,JCG6,OR10A5,NA,NA,OR10A5
OR10A5,OR10A1,OR10A5,NA,NA,OR10A5
OR10A5,OR11-403,OR10A5,NA,NA,OR10A5
OR10A2,OR10A2P,OR10A2,NA,NA,OR10A2
OR10A2,OR11-82,OR10A2,NA,NA,OR10A2
OR10A2,OR11-86,OR10A2,NA,NA,OR10A2
OR10A2,OST363,OR10A2,NA,NA,OR10A2
OR10A4,JCG5,OR10A4,NA,NA,OR10A4
OR10A4,OR10A4P,OR10A4,NA,NA,OR10A4
OR2D2,OR11-610,OR2D2,OR2D2,NA,OR2D2
OR2D2,OR2D1,OR2D2,OR2D2,NA,OR2D2
OR2D2,HG27,OR2D2,OR2D2,NA,OR2D2
OR2D3,OR11-89,OR2D3,NA,NA,OR2D3
ZNF215,BAZ-2,ZNF215,ZNF215,NA,ZNF215
ZNF215,BAZ2,ZNF215,ZNF215,NA,ZNF215
ZNF215,ZKSCAN11,ZNF215,ZNF215,NA,ZNF215
ZNF215,ZSCAN43,ZNF215,ZNF215,NA,ZNF215
ZNF214,BAZ-1,ZNF214,ZNF214,NA,ZNF214
ZNF214,BAZ1,ZNF214,ZNF214,NA,ZNF214
NLRP14,CLR11.2,NLRP14,NLRP14,NA,NLRP14
NLRP14,GC-LRR,NLRP14,NLRP14,NA,NLRP14
NLRP14,NALP14,NLRP14,NLRP14,NA,NLRP14
NLRP14,NOD5,NLRP14,NLRP14,NA,NLRP14
NLRP14,PAN8,NLRP14,NLRP14,NA,NLRP14
RBMXL2,HNRNPG-T,RBMXL2,NA,NA,RBMXL2
RBMXL2,HNRNPGT,RBMXL2,NA,NA,RBMXL2
RBMXL2,HNRPGT,RBMXL2,NA,NA,RBMXL2
SYT9,-,SYT9,SYT9,SYT9,SYT9
OLFML1,MVAL564,OLFML1,OLFML1,NA,OLFML1
OLFML1,UNQ564,OLFML1,OLFML1,NA,OLFML1
PPFIBP2,CCLP1,PPFIBP2,PPFIBP2,PPFIBP2,PPFIBP2
CYB5R2,B5R.2,CYB5R2,CYB5R2,CYB5R2,CYB5R2
OVCH2,OVTN,OVCH2,NA,NA,OVCH2
OR5P2,JCG3,OR5P2,NA,NA,OR5P2
OR5P2,JCG4,OR5P2,NA,NA,OR5P2
OR5P3,JCG1,OR5P3,NA,NA,OR5P3
OR10A6,OR11-96,OR10A6,NA,NA,OR10A6
NLRP10,CLR11.1,NLRP10,NA,NA,NLRP10
NLRP10,NALP10,NLRP10,NA,NA,NLRP10
NLRP10,NOD8,NLRP10,NA,NA,NLRP10
NLRP10,PAN5,NLRP10,NA,NA,NLRP10
NLRP10,PYNOD,NLRP10,NA,NA,NLRP10
EIF3F,EIF3S5,EIF3F,EIF3F,EIF3F,EIF3F
EIF3F,MRT67,EIF3F,EIF3F,EIF3F,EIF3F
EIF3F,EIF3-P47,EIF3F,EIF3F,EIF3F,EIF3F
TUB,RDOB,TUB,TUB,TUB,TUB
TUB,RD5,TUB,TUB,TUB,TUB
RIC3,AYST720,RIC3,RIC3,RIC3,RIC3
RIC3,PRO1385,RIC3,RIC3,RIC3,RIC3
LMO1,RBTN1,LMO1,NA,NA,LMO1
LMO1,RHOM1,LMO1,NA,NA,LMO1
LMO1,TTG1,LMO1,NA,NA,LMO1
STK33,-,STK33,STK33,NA,STK33
TRIM66,C11orf29,TRIM66,TRIM66,NA,TRIM66
TRIM66,TIF1D,TRIM66,TRIM66,NA,TRIM66
TRIM66,TIF1DELTA,TRIM66,TRIM66,NA,TRIM66
RPL27A,L27A,RPL27A,RPL27A,RPL27A,RPL27A
ST5,NA,DENND2B,ST5,ST5,ST5
AKIP1,BCA3,AKIP1,AKIP1,C11orf17,AKIP1
AKIP1,C11orf17,AKIP1,AKIP1,C11orf17,AKIP1
C11orf16,-,C11orf16,NA,NA,C11orf16
ASCL3,HASH3,ASCL3,NA,NA,ASCL3
ASCL3,SGN1,ASCL3,NA,NA,ASCL3
ASCL3,BHLHA42,ASCL3,NA,NA,ASCL3
TMEM9B,C11orf15,TMEM9B,TMEM9B,TMEM9B,TMEM9B
NRIP3,C11orf14,NRIP3,NRIP3,NRIP3,NRIP3
NRIP3,NY-SAR-105,NRIP3,NRIP3,NRIP3,NRIP3
SCUBE2,CEGB1,SCUBE2,SCUBE2,SCUBE2,SCUBE2
SCUBE2,CEGF1,SCUBE2,SCUBE2,SCUBE2,SCUBE2
SCUBE2,CEGP1,SCUBE2,SCUBE2,SCUBE2,SCUBE2
SCUBE2,SCUBE/YOU,SCUBE2,SCUBE2,SCUBE2,SCUBE2
DENND5A,EIEE49,DENND5A,DENND5A,NA,DENND5A
DENND5A,RAB6IP1,DENND5A,DENND5A,NA,DENND5A
TMEM41B,-,TMEM41B,TMEM41B,TMEM41B,TMEM41B
IPO7,IMP7,IPO7,IPO7,IPO7,IPO7
IPO7,RANBP7,IPO7,IPO7,IPO7,IPO7
ZNF143,SBF,ZNF143,ZNF143,ZNF143,ZNF143
ZNF143,STAF,ZNF143,ZNF143,ZNF143,ZNF143
ZNF143,PHZ-1,ZNF143,ZNF143,ZNF143,ZNF143
WEE1,WEE1A,WEE1,WEE1,NA,WEE1
WEE1,WEE1HU,WEE1,WEE1,NA,WEE1
SWAP70,HSPC321,SWAP70,SWAP70,SWAP70,SWAP70
SWAP70,SWAP-70,SWAP70,SWAP70,SWAP70,SWAP70
LOC101927955,NA,LOC101927955,NA,NA,NA
SBF2,CMT4B2,SBF2,SBF2,SBF2,SBF2
SBF2,DENND7B,SBF2,SBF2,SBF2,SBF2
SBF2,MTMR13,SBF2,SBF2,SBF2,SBF2
AMPD3,-,AMPD3,AMPD3,AMPD3,AMPD3
MTRNR2L8,HN8,MTRNR2L8,NA,NA,MTRNR2L8
RNF141,RFP141,RNF141,RNF141,RNF141,RNF141
RNF141,ZFP26,RNF141,RNF141,RNF141,RNF141
RNF141,ZNF230,RNF141,RNF141,RNF141,RNF141
LYVE1,CRSBP-1,LYVE1,LYVE1,NA,LYVE1
LYVE1,HAR,LYVE1,LYVE1,NA,LYVE1
LYVE1,LYVE-1,LYVE1,LYVE1,NA,LYVE1
LYVE1,XLKD1,LYVE1,LYVE1,NA,LYVE1
MRVI1,IRAG,MRVI1,MRVI1,MRVI1,MRVI1
MRVI1,JAW1L,MRVI1,MRVI1,MRVI1,MRVI1
CTR9,SH2BP1,CTR9,CTR9,CTR9,CTR9
CTR9,TSBP,CTR9,CTR9,CTR9,CTR9
CTR9,P150,CTR9,CTR9,CTR9,CTR9
CTR9,P150TSP,CTR9,CTR9,CTR9,CTR9
EIF4G2,AAG1,EIF4G2,EIF4G2,EIF4G2,EIF4G2
EIF4G2,DAP5,EIF4G2,EIF4G2,EIF4G2,EIF4G2
EIF4G2,NAT1,EIF4G2,EIF4G2,EIF4G2,EIF4G2
EIF4G2,P97,EIF4G2,EIF4G2,EIF4G2,EIF4G2
ZBED5,BUSTER1,ZBED5,ZBED5,ZBED5,ZBED5
GALNT18,GALNACT18,GALNT18,GALNT18,GALNTL4,GALNT18
GALNT18,GALNT15,GALNT18,GALNT18,GALNTL4,GALNT18
GALNT18,GALNTL4,GALNT18,GALNT18,GALNTL4,GALNT18
GALNT18,GALNAC-T15,GALNT18,GALNT18,GALNTL4,GALNT18
GALNT18,GALNAC-T18,GALNT18,GALNT18,GALNTL4,GALNT18
CSNK2A3,CSNK2A1P,CSNK2A3,CSNK2A3,NA,CSNK2A3
USP47,TRFP,USP47,USP47,USP47,USP47
DKK3,REIC,DKK3,DKK3,DKK3,DKK3
DKK3,RIG,DKK3,DKK3,DKK3,DKK3
MICAL2,MICAL-2,MICAL2,MICAL2,MICAL2,MICAL2
MICAL2,MICAL2PV1,MICAL2,MICAL2,MICAL2,MICAL2
MICAL2,MICAL2PV2,MICAL2,MICAL2,MICAL2,MICAL2
MICALCL,EBITEIN1,MICALCL,NA,NA,MICALCL
PARVA,CH-ILKBP,PARVA,PARVA,PARVA,PARVA
PARVA,MXRA2,PARVA,PARVA,PARVA,PARVA
TEAD1,AA,TEAD1,TEAD1,NA,TEAD1
TEAD1,NTEF-1,TEAD1,TEAD1,NA,TEAD1
TEAD1,REF1,TEAD1,TEAD1,NA,TEAD1
TEAD1,TCF-13,TEAD1,TEAD1,NA,TEAD1
TEAD1,TCF13,TEAD1,TEAD1,NA,TEAD1
TEAD1,TEAD-1,TEAD1,TEAD1,NA,TEAD1
TEAD1,TEF-1,TEAD1,TEAD1,NA,TEAD1
RASSF10,-,RASSF10,NA,NA,RASSF10
ARNTL,BMAL1,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,BMAL1C,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,JAP3,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,MOP3,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,PASD3,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,TIC,ARNTL,ARNTL,ARNTL,ARNTL
ARNTL,BHLHE5,ARNTL,ARNTL,ARNTL,ARNTL
BTBD10,GMRP-1,BTBD10,BTBD10,BTBD10,BTBD10
BTBD10,GMRP1,BTBD10,BTBD10,BTBD10,BTBD10
PTH,PTH1,PTH,NA,NA,PTH
FAR1,MLSTD2,FAR1,FAR1,NA,FAR1
FAR1,PFCRD,FAR1,FAR1,NA,FAR1
FAR1,SDR10E1,FAR1,FAR1,NA,FAR1
SPON1,VSGP/F-SPONDIN,SPON1,SPON1,SPON1,SPON1
SPON1,F-SPONDIN,SPON1,SPON1,SPON1,SPON1
RRAS2,TC21,RRAS2,RRAS2,RRAS2,RRAS2
COPB1,COPB,COPB1,COPB1,COPB1,COPB1
PSMA1,HC2,PSMA1,PSMA1,PSMA1,PSMA1
PSMA1,HEL-S-275,PSMA1,PSMA1,PSMA1,PSMA1
PSMA1,NU,PSMA1,PSMA1,PSMA1,PSMA1
PSMA1,PROS30,PSMA1,PSMA1,PSMA1,PSMA1
PDE3B,HCGIP1,PDE3B,PDE3B,PDE3B,PDE3B
PDE3B,CGIPDE1,PDE3B,PDE3B,PDE3B,PDE3B
CYP2R1,-,CYP2R1,CYP2R1,CYP2R1,CYP2R1
CALCA,CALC1,CALCA,NA,NA,CALCA
CALCA,CGRP,CALCA,NA,NA,CALCA
CALCA,CGRP-I,CALCA,NA,NA,CALCA
CALCA,CGRP1,CALCA,NA,NA,CALCA
CALCA,CT,CALCA,NA,NA,CALCA
CALCA,KC,CALCA,NA,NA,CALCA
CALCA,PCT,CALCA,NA,NA,CALCA
CALCB,CALC2,CALCB,NA,NA,CALCB
CALCB,CGRP-II,CALCB,NA,NA,CALCB
CALCB,CGRP2,CALCB,NA,NA,CALCB
INSC,-,INSC,NA,NA,INSC
SOX6,HSSOX6,SOX6,SOX6,NA,SOX6
SOX6,SOXD,SOX6,SOX6,NA,SOX6
C11orf58,IMAGE145052,C11orf58,C11orf58,C11orf58,C11orf58
C11orf58,SMAP,C11orf58,C11orf58,C11orf58,C11orf58
LOC283278,NA,LOC283278,NA,NA,NA
PLEKHA7,-,PLEKHA7,PLEKHA7,NA,PLEKHA7
RPS13,S13,RPS13,RPS13,RPS13,RPS13
PIK3C2A,CPK,PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
PIK3C2A,OCSKD,PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
PIK3C2A,PI3-K-C2(ALPHA),PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
PIK3C2A,PI3-K-C2A,PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
PIK3C2A,PI3K-C2-ALPHA,PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
PIK3C2A,PI3K-C2ALPHA,PIK3C2A,PIK3C2A,PIK3C2A,PIK3C2A
NUCB2,HEL-S-109,NUCB2,NUCB2,NUCB2,NUCB2
NUCB2,NEFA,NUCB2,NUCB2,NUCB2,NUCB2
NCR3LG1,B7-H6,NCR3LG1,NCR3LG1,NA,NCR3LG1
NCR3LG1,B7H6,NCR3LG1,NCR3LG1,NA,NCR3LG1
NCR3LG1,DKFZP686O24166,NCR3LG1,NCR3LG1,NA,NCR3LG1
KCNJ11,BIR,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,HHF2,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,IKATP,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,KIR6.2,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,MODY13,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,PHHI,KCNJ11,KCNJ11,NA,KCNJ11
KCNJ11,TNDM3,KCNJ11,KCNJ11,NA,KCNJ11
ABCC8,ABC36,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,HHF1,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,HI,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,HRINS,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,MRP8,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,PHHI,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,SUR,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,SUR1,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,SUR1DELTA2,ABCC8,ABCC8,ABCC8,ABCC8
ABCC8,TNDM2,ABCC8,ABCC8,ABCC8,ABCC8
USH1C,AIE-75,USH1C,USH1C,NA,USH1C
USH1C,DFNB18,USH1C,USH1C,NA,USH1C
USH1C,DFNB18A,USH1C,USH1C,NA,USH1C
USH1C,NY-CO-37,USH1C,USH1C,NA,USH1C
USH1C,NY-CO-38,USH1C,USH1C,NA,USH1C
USH1C,PDZ-45,USH1C,USH1C,NA,USH1C
USH1C,PDZ-73,USH1C,USH1C,NA,USH1C
USH1C,PDZ-73/NY-CO-38,USH1C,USH1C,NA,USH1C
USH1C,PDZ73,USH1C,USH1C,NA,USH1C
USH1C,PDZD7C,USH1C,USH1C,NA,USH1C
USH1C,USH1CPST,USH1C,USH1C,NA,USH1C
OTOG,DFNB18B,OTOG,NA,NA,OTOG
OTOG,MLEMP,OTOG,NA,NA,OTOG
OTOG,OTGN,OTOG,NA,NA,OTOG
MYOD1,MYF3,MYOD1,NA,MYOD1,MYOD1
MYOD1,MYOD,MYOD1,NA,MYOD1,MYOD1
MYOD1,PUM,MYOD1,NA,MYOD1,MYOD1
MYOD1,BHLHC1,MYOD1,NA,MYOD1,MYOD1
KCNC1,EPM7,KCNC1,KCNC1,KCNC1,KCNC1
KCNC1,KV3.1,KCNC1,KCNC1,KCNC1,KCNC1
KCNC1,KV4,KCNC1,KCNC1,KCNC1,KCNC1
KCNC1,NGK2,KCNC1,KCNC1,KCNC1,KCNC1
SERGEF,DELGEF,SERGEF,SERGEF,SERGEF,SERGEF
SERGEF,GNEFR,SERGEF,SERGEF,SERGEF,SERGEF
TPH1,TPRH,TPH1,TPH1,NA,TPH1
TPH1,TRPH,TPH1,TPH1,NA,TPH1
SAAL1,SPACIA1,SAAL1,SAAL1,SAAL1,SAAL1
MRGPRX3,GPCR,MRGPRX3,NA,NA,MRGPRX3
MRGPRX3,MRGX3,MRGPRX3,NA,NA,MRGPRX3
MRGPRX3,SNSR1,MRGPRX3,NA,NA,MRGPRX3
MRGPRX3,SNSR2,MRGPRX3,NA,NA,MRGPRX3
MRGPRX4,GPCR,MRGPRX4,NA,NA,MRGPRX4
MRGPRX4,MRGX4,MRGPRX4,NA,NA,MRGPRX4
MRGPRX4,SNSR6,MRGPRX4,NA,NA,MRGPRX4
SAA4,C-SAA,SAA4,NA,NA,SAA4
SAA4,CSAA,SAA4,NA,NA,SAA4
SAA2-SAA4,-,SAA2-SAA4,NA,NA,SAA2-SAA4
SAA2,SAA,SAA2,NA,NA,SAA2
SAA2,SAA1,SAA2,NA,NA,SAA2
SAA1,PIG4,SAA1,NA,NA,SAA1
SAA1,SAA,SAA1,NA,NA,SAA1
SAA1,SAA2,SAA1,NA,NA,SAA1
SAA1,TP53I4,SAA1,NA,NA,SAA1
HPS5,AIBP63,HPS5,HPS5,HPS5,HPS5
HPS5,BLOC2S2,HPS5,HPS5,HPS5,HPS5
GTF2H1,BTF2,GTF2H1,GTF2H1,GTF2H1,GTF2H1
GTF2H1,P62,GTF2H1,GTF2H1,GTF2H1,GTF2H1
GTF2H1,TFB1,GTF2H1,GTF2H1,GTF2H1,GTF2H1
GTF2H1,TFIIH,GTF2H1,GTF2H1,GTF2H1,GTF2H1
LDHA,GSD11,LDHA,LDHA,LDHA,LDHA
LDHA,HEL-S-133P,LDHA,LDHA,LDHA,LDHA
LDHA,LDHM,LDHA,LDHA,LDHA,LDHA
LDHA,PIG19,LDHA,LDHA,LDHA,LDHA
LDHC,CT32,LDHC,NA,NA,LDHC
LDHC,LDH3,LDHC,NA,NA,LDHC
LDHC,LDHX,LDHC,NA,NA,LDHC
LDHAL6A,LDH6A,LDHAL6A,NA,NA,LDHAL6A
TSG101,TSG10,TSG101,TSG101,TSG101,TSG101
TSG101,VPS23,TSG101,TSG101,TSG101,TSG101
UEVLD,ATTP,UEVLD,UEVLD,UEVLD,UEVLD
UEVLD,UEV3,UEVLD,UEVLD,UEVLD,UEVLD
SPTY2D1,SPT2,SPTY2D1,SPTY2D1,NA,SPTY2D1
TMEM86A,-,TMEM86A,TMEM86A,NA,TMEM86A
IGSF22,IGFN2,IGSF22,IGSF22,IGSF22,IGSF22
PTPN5,PTPSTEP,PTPN5,PTPN5,PTPN5,PTPN5
PTPN5,STEP,PTPN5,PTPN5,PTPN5,PTPN5
PTPN5,STEP61,PTPN5,PTPN5,PTPN5,PTPN5
MRGPRX1,GPCR,MRGPRX1,NA,NA,MRGPRX1
MRGPRX1,MGRG2,MRGPRX1,NA,NA,MRGPRX1
MRGPRX1,MRGX1,MRGPRX1,NA,NA,MRGPRX1
MRGPRX1,SNSR4,MRGPRX1,NA,NA,MRGPRX1
MRGPRX2,MGRG3,MRGPRX2,NA,NA,MRGPRX2
MRGPRX2,MRGX2,MRGPRX2,NA,NA,MRGPRX2
ZDHHC13,HIP14L,ZDHHC13,ZDHHC13,NA,ZDHHC13
ZDHHC13,HIP3RP,ZDHHC13,ZDHHC13,NA,ZDHHC13
CSRP3,CLP,CSRP3,LMO4,LMO4,CSRP3
CSRP3,CMD1M,CSRP3,LMO4,LMO4,CSRP3
CSRP3,CMH12,CSRP3,LMO4,LMO4,CSRP3
CSRP3,CRP3,CSRP3,LMO4,LMO4,CSRP3
CSRP3,LMO4,CSRP3,LMO4,LMO4,CSRP3
CSRP3,MLP,CSRP3,LMO4,LMO4,CSRP3
E2F8,E2F-8,E2F8,NA,NA,E2F8
NAV2,HELAD1,NAV2,NAV2,NAV2,NAV2
NAV2,POMFIL2,NAV2,NAV2,NAV2,NAV2
NAV2,RAINB1,NAV2,NAV2,NAV2,NAV2
NAV2,STEERIN2,NAV2,NAV2,NAV2,NAV2
NAV2,UNC53H2,NAV2,NAV2,NAV2,NAV2
DBX1,-,DBX1,NA,NA,DBX1
HTATIP2,CC3,HTATIP2,HTATIP2,HTATIP2,HTATIP2
HTATIP2,SDR44U1,HTATIP2,HTATIP2,HTATIP2,HTATIP2
HTATIP2,TIP30,HTATIP2,HTATIP2,HTATIP2,HTATIP2
PRMT3,HRMT1L3,PRMT3,PRMT3,PRMT3,PRMT3
SLC6A5,GLYT-2,SLC6A5,NET1,NET1,SLC6A5
SLC6A5,GLYT-2,SLC6A2,NET1,NET1,SLC6A5
SLC6A5,GLYT2,SLC6A5,NET1,NET1,SLC6A5
SLC6A5,GLYT2,SLC6A2,NET1,NET1,SLC6A5
SLC6A5,HKPX3,SLC6A5,NET1,NET1,SLC6A5
SLC6A5,HKPX3,SLC6A2,NET1,NET1,SLC6A5
SLC6A5,NET1,SLC6A5,NET1,NET1,SLC6A5
SLC6A5,NET1,SLC6A2,NET1,NET1,SLC6A5
