gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
C16orf45,1.86e-09,BMERB Domain Containing 1,++-++-,---+-+++++--,---++--+,0.0274515577591977,0.584356399907875,+,0.0549,1.26040301048512,0.000958753,Labonte,14.8,1,-0.0608,0.321,0.584,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZMAT2,2.44e-06,zinc finger matrin-type 2,++-++-,+++++++++++-,-+-----+,0.0276037761896458,0.323931725714323,+,0.0552,1.25800150683072,0.024694837,Labonte,14.9,1,-0.0608,0.321,0.203,putamen,putamen <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,putamen <  striatum  < basal ganglia,Telencephalon projecting excitatory neurons,2.96086767032053,Sympathetic cholinergic neurons,3.38506255416219
ZNF165,1.95e-12,zinc finger protein 165,-+-+++,--+---++++++,Filtered_Out,0.0286719310521505,0.925938331069824,+,0.0573,1.24151306070759,0.058737725,Labonte,15.4,1,-0.0608,0.321,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
ESRRG,1.31e-07,estrogen related receptor gamma,+-++--,-+---+-----+,-+--+---,0.976609837107164,0.0295415605888121,-,0.0591,1.22853657032666,0.004561798,Ding,15.9,1,-0.0608,0.321,0.79,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,5.40182093186018,Hindbrain neurons,5.83466932445449
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,--++++,-++-++++++++,Filtered_Out,0.0303428927588668,0.96546954905631,+,0.0607,1.21691302217252,0.077200373,Labonte,16.3,1,-0.0608,0.321,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
BTN1A1,7.4e-09,butyrophilin subfamily 1 member A1,+-+--+,Not_Available,Filtered_Out,0.356836367793415,0.0307266507942279,-,0.0615,1.21145477961024,0.0173104019194355,Ramaker,16.5,1,-0.0608,0.321,0.0995,CA2 field,CA2 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA2 field <  hippocampal formation  < limbic lobe,Di- and mesencephalon inhibitory neurons,3.97528722444647,Di- and mesencephalon inhibitory neurons,4.33940339359627
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+++---,+-----++++++,+-++++++,0.0336387355074536,0.991754376488561,+,0.0673,1.172130342194,0.05196236,Ding,18.1,1,-0.0608,0.321,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
PAX6,1.67e-09,paired box 6,++++++,+-+-+-------,--+----+,0.833557367689223,0.0343952314263414,-,0.0688,1.16247176841506,0.002175936,Ding,18.5,1,-0.0608,0.321,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
C11orf31,5.11e-07,selenoprotein H,+--++-,--+++++++--+,+-----+-,0.0344714990993917,0.0681016947190935,+,0.0689,1.16150983388319,0.002668892,Not_Available,18.5,1,-0.0608,0.321,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
LTBP3,8.14e-07,latent transforming growth factor beta binding protein 3,----+-,----+-++-+++,+-++--++,0.0360093896085461,0.485774962908731,+,0.072,1.14255424458337,0.000514888,Ding,19.4,1,-0.0608,0.321,0.827,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,4.66919716502908,Choroid epithelial cells,4.40627315983146
IGSF6,1.56e-09,immunoglobulin superfamily member 6,----++,++++-+++++++,Filtered_Out,0.0368826418726585,0.987528734707516,+,0.0738,1.13214798269129,0.044139254,Labonte,19.8,1,-0.0608,0.321,0.904,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Perivascular macrophages,5.21106831203813,Perivascular macrophages,5.69320947447033
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,---+++,++++++--+-++,+-------,0.493060553831424,0.03827703696534,-,0.0766,1.11603169277061,0.003864981,Ding,20.6,1,-0.0608,0.321,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.6627217371282,Pericytes,3.79887133588337
HS6ST3,1.66e-08,heparan sulfate 6-O-sulfotransferase 3,++++-+,-+-++-+++---,-++----+,0.0780148885344347,0.0382866869017188,-,0.0766,1.11592221757973,0.000472472,Ding,20.6,1,-0.0608,0.321,0.72,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Spinal cord inhibitory neurons,3.97261952437629,Spinal cord inhibitory neurons,3.85813019687383
ASXL3,2.06e-06,ASXL transcriptional regulator 3,--+--+,------+++--+,++-+--++,0.0920753442172943,0.0406946770102382,-,0.0814,1.08943239845886,0.002256491,Labonte,21.9,1,-0.0608,0.321,0.787,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,2.93661225160883,Peripheral sensory non-peptidergic neurons,3.94108342751378
CAMKK2,1.88e-06,calcium/calmodulin dependent protein kinase kinase 2,++++--,-+-++-++++++,+++-----,0.0697497481914111,0.041029772962454,-,0.0821,1.08587089052354,0.002338858,Ding,22.1,1,-0.0608,0.321,0.565,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.55248354135044,Telencephalon projecting excitatory neurons,4.56797675895
RABEPK,1.56e-06,Rab9 effector protein with kelch motifs,+--++-,-++---++++++,------++,0.226558847306542,0.0433327020264563,-,0.0867,1.06215423386631,0.011639513,Ding,23.3,1,-0.0608,0.321,0.136,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Telencephalon inhibitory interneurons,1.92644249067401,Sympathetic cholinergic neurons,3.30391231298682
STAU1,1.34e-06,staufen double-stranded RNA binding protein 1,++++--,+-+++-++++++,++-+-+--,0.0441276463461381,0.892349938664494,+,0.0883,1.05425924040898,0.004673783,Ding,23.7,1,-0.0608,0.321,0.258,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cholinergic and monoaminergic neurons,3.64372187714201,Cholinergic and monoaminergic neurons,2.27957428896524
ASCC3,8.91e-08,activating signal cointegrator 1 complex subunit 3,+++--+,+++---------,-++-++++,0.0441715125698908,0.335073660770748,+,0.0883,1.05382773323,0.023981461,Ding,23.8,1,-0.0608,0.321,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,-++--+,+++-++-----+,Filtered_Out,0.777729281804721,0.0445347104342274,-,0.0891,1.05027137146842,0.01659268,Labonte,24,1,-0.0608,0.321,0.45,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Hindbrain neurons,4.01943544922757,Hindbrain neurons,4.10962598131774
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,-+++-+,------++--++,---+++++,0.0446686471372043,0.199960611651401,+,0.0893,1.04896720498135,0.008015543,Ding,24,1,-0.0608,0.321,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
FADS2,1.94e-08,fatty acid desaturase 2,+-+---,+-+-++------,+-------,0.980482858160594,0.0460319441341776,-,0.0921,1.03591068686296,0.085617322,Ding,24.8,1,-0.0608,0.321,0.768,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
OR12D3,1.2e-09,olfactory receptor family 12 subfamily D member 3,--++++,Not_Available,Filtered_Out,0.047414123292987,0.992925405447164,+,0.0948,1.02306227965352,0.218482281837374,Ramaker,25.5,1,-0.0608,0.321,0.0523,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,Gene detected; No expression measured,Not_Available,Vascular endothelial cells,Not_Available
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,-+++-+,++-+-+-+-+-+,----+--+,0.319003084797459,0.0515915566707894,-,0.103,0.986391372308134,0.013082865,Ding,27.8,1,-0.0608,0.321,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
CCS,2.3e-06,copper chaperone for superoxide dismutase,+---+-,--+--+++++++,+++-+++-,0.0517711084569241,0.957356784849419,+,0.104,0.984882540695248,0.014563279,Labonte,27.9,1,-0.0608,0.321,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
C3orf84,2.53e-07,chromosome 3 open reading frame 84,++-+-+,Not_Available,Not_Available,0.0525497528620036,0.94545843773807,+,0.105,0.97839932642505,0.0366523586087485,Ramaker,28.3,1,-0.0608,0.321,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,-+-+++,++++-+++++++,Filtered_Out,0.0530592374324589,0.913563646060818,+,0.106,0.974209000326629,0.01036763,Labonte,28.5,1,-0.0608,0.321,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
VRK2,9.97e-09,VRK serine/threonine kinase 2,----+-,++++++---+++,--+-++-+,0.241152611947837,0.0534075968048681,-,0.107,0.971366967985793,0.0260458185966635,Ramaker,28.7,1,-0.0608,0.321,0.546,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Microglia,3.92241044956466,Microglia,4.24111531018962
KLC1,2.46e-10,kinesin light chain 1,++-+--,+++-++--+-+-,---+-+++,0.0534281640952285,0.459224713297424,+,0.107,0.97119975317408,0.003812079,Ding,28.7,1,-0.0608,0.321,0.629,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.53810712032724,Sympathetic cholinergic neurons,2.98086183940725
PLCL1,7.79e-07,phospholipase C like 1 (inactive),--+---,++++++-----+,--+----+,0.42709789469239,0.0538695923452337,-,0.108,0.967626315273921,0.019769308,Labonte,29,1,-0.0608,0.321,0.831,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Oligodendrocytes,3.74231229931164,Oligodendrocytes,3.5006278468572
NICN1,5.99e-07,nicolin 1,+-----,+-----+++++-,-+-+----,0.945418239184883,0.0544225614318149,-,0.109,0.963191026070444,0.016099719,Ding,29.3,1,-0.0608,0.321,0.231,fusiform gyrus bank of cos,fusiform gyrus bank of cos <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus bank of cos <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.71992601052375,Sympathetic noradrenergic neurons,2.48723259765726
KYNU,2.38e-06,kynureninase,+---++,-++++++-++-+,Filtered_Out,0.0544528209003839,0.94457431105585,+,0.109,0.962949621259151,0.067972359,Labonte,29.3,1,-0.0608,0.321,0.993,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Vascular and leptomeningeal cells,3.61264722925713,Peripheral sensory neurofilament neurons,5.61856084128691
SLC4A9,2.66e-06,solute carrier family 4 member 9,----+-,-++-++---+++,Filtered_Out,0.334810788241265,0.0570806946823302,-,0.114,0.942480754419218,0.020928616,Labonte,30.7,1,-0.0608,0.321,0.393,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
ZHX3,2.34e-07,zinc fingers and homeoboxes 3,++++-+,----------+-,--+++-+-,0.691466521365077,0.0575101784796183,-,0.115,0.939225288927598,0.017922949,Labonte,30.9,1,-0.0608,0.321,0.409,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.85813733182106,Cholinergic and monoaminergic neurons,2.14018429531549
CRB1,2.5e-07,crumbs cell polarity complex component 1,+-+--+,+++-++----+-,+++-+-++,0.0584636310672992,0.40083178023178,+,0.117,0.932084219255079,0.000989607,Ding,31.5,1,-0.0608,0.321,0.623,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.97477673825537,Cholinergic and monoaminergic neurons,5.4162160540302
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,+++++-,Not_Available,Filtered_Out,0.061937638897955,0.777875056641402,+,0.124,0.907015358580569,0.0336096061073688,Ramaker,33.3,1,-0.0608,0.321,0.0751,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
RANGAP1,3.07e-08,Ran GTPase activating protein 1,+--++-,+-+++-+-++++,++------,0.253525955606591,0.065030346159031,-,0.13,0.885853938555755,0.00819691,Ding,35,1,-0.0608,0.321,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
HMGN4,1.07e-06,high mobility group nucleosomal binding domain 4,++++-+,+++---+-----,----+--+,0.931150404050294,0.0669489028028663,-,0.134,0.873226540397481,0.03756133,Ding,36,1,-0.0608,0.321,0.208,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Not_Available,Not_Available,Not_Available,Not_Available
TOPAZ1,3.6e-07,testis and ovary specific PAZ domain containing 1,-+++-+,++++++---+++,Not_Available,0.0685971056333082,0.979788644643956,+,0.137,0.862664212740075,0.078682223,Labonte,36.9,1,-0.0608,0.321,Not_Available,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.82217680957343,Peripheral sensory non-peptidergic neurons,4.72309099499653
RTN1,1.71e-08,reticulon 1,++++-+,++-+-+-+++-+,-+---+-+,0.0715934533642887,0.143764196539052,+,0.143,0.844096692890631,0.006195693,Ding,38.5,1,-0.0608,0.321,0.963,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,3.3682122135607,Sympathetic noradrenergic neurons,4.27437476304621
DCDC1,7.46e-09,doublecortin domain containing 1,+-+-++,+++++++---+-,Filtered_Out,0.0753018566609365,0.936241848309455,+,0.151,0.822164319932679,0.026863188,Labonte,40.5,1,-0.0608,0.321,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
DCDC5,2.49e-09,doublecortin domain containing 1,+-+-++,+++++++---+-,Filtered_Out,0.0753018566609365,0.936241848309455,+,0.151,0.822164319932679,0.026863188,Labonte,40.5,1,-0.0608,0.321,0.306,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
FAM120A,3.67e-08,family with sequence similarity 120A,-+---+,------+-+-++,++-+-+-+,0.223033886500188,0.0775127249616909,-,0.155,0.809596999545866,0.037996298,Labonte,41.7,1,-0.0608,0.321,0.649,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.35098614265464,Enteric neurons,2.57443704514341
VPS41,1.94e-06,VPS41 subunit of HOPS complex,-+++-+,++-+-+--+---,-+--++-+,0.0780564304012676,0.144262203269806,+,0.156,0.806561317658262,0.002224813,Ding,42,1,-0.0608,0.321,0.376,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
CTTNBP2,1.26e-07,cortactin binding protein 2,-++--+,+-+-++----++,+-+-+++-,0.602209576243708,0.0797923970869598,-,0.16,0.797008492189343,0.040096248,Labonte,42.9,1,-0.0608,0.321,0.808,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
MICB,2.62e-07,MHC class I polypeptide-related sequence B,----+-,++-+-+++-++-,Filtered_Out,0.0808593053892055,0.994505468802501,+,0.162,0.791239998069638,0.0750966929648062,Ramaker,43.5,1,-0.0608,0.321,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Pericytes,3.40195572479199,Sympathetic noradrenergic neurons,4.63295825716416
BCHE,2.39e-07,butyrylcholinesterase,------,++++++----+-,-+--++++,0.40478545123536,0.0822494057929282,-,0.164,0.783837235243302,0.0244277379407601,Ramaker,44.3,1,-0.0608,0.321,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
AREL1,3.04e-08,apoptosis resistant E3 ubiquitin protein ligase 1,++++-+,----++----+-,-++++-+-,0.844692305291996,0.0835350730721246,-,0.167,0.777101147492253,0.023507959,Not_Available,44.9,1,-0.0608,0.321,0.305,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting inhibitory neurons,3.74135869975321,Sympathetic noradrenergic neurons,3.69940043835784
ZNF501,5.35e-07,zinc finger protein 501,-++---,--+---+---++,Filtered_Out,0.994540431282845,0.0837447391095627,-,0.167,0.776012470387742,0.064347101,Labonte,45.1,1,-0.0608,0.321,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZFHX4,5.27e-09,zinc finger homeobox 4,-+----,--+-++----++,+--+++++,0.796628193246439,0.085974284901464,-,0.172,0.764601432108787,0.025295412,Ding,46.3,1,-0.0608,0.321,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
NEGR1,3.55e-15,neuronal growth regulator 1,++++-+,-+-+-+--+---,++--++-+,0.308903566975421,0.0867949031947145,-,0.174,0.760475781226359,0.020836517,Ding,46.7,1,-0.0608,0.321,0.974,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,+---+-,+-+------+--,--+-----,0.980517350843016,0.0874841159557037,-,0.175,0.757040796787987,0.089452903,Ding,47.1,1,-0.0608,0.321,0.845,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
PROX2,7.55e-10,prospero homeobox 2,-----+,Missing_P_Values,Not_Available,0.74134774618231,0.0890379263325352,-,0.178,0.749394967484034,0.125643406900807,Ramaker,47.9,1,-0.0608,0.321,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
EPHB2,1.04e-06,EPH receptor B2,---+--,---+++--+---,++++----,0.906522838449144,0.0893853948446511,-,0.179,0.747703441429926,0.039052528,Ding,48.1,1,-0.0608,0.321,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
DENND1A,1.54e-14,DENN domain containing 1A,++-+-+,------++++++,-+-+--+-,0.487549741090138,0.0902002700333189,-,0.18,0.743762166641031,0.007451938,Labonte,48.5,1,-0.0608,0.321,0.599,basolateral nucleus,basolateral nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,basolateral nucleus < amygdala,Cholinergic and monoaminergic neurons,2.87396729572261,Cholinergic and monoaminergic neurons,2.84876785804461
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,-++--+,+++--++-+++-,+---++-+,0.0983728693655639,0.434952423494592,+,0.197,0.706094665147288,0.009869007,Ding,52.9,1,-0.0608,0.321,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
SORBS3,4.46e-08,sorbin and SH3 domain containing 3,++--+-,----+-++++++,+-++-++-,0.09860628976724,0.55650962265478,+,0.197,0.705065386310804,0.018096816,Ding,53.1,1,-0.0608,0.321,0.407,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
C1QTNF7,2.61e-06,C1q and TNF related 7,---++-,------+++-+-,Filtered_Out,0.97180296599327,0.0986697912530861,-,0.197,0.704785794930993,0.035265047,Labonte,53.1,1,-0.0608,0.321,0.915,central nucleus,central nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,central nucleus < amygdala,Vascular smooth muscle cells,5.39118336166938,Sympathetic cholinergic neurons,5.94818233010013
AP3B1,3.15e-07,adaptor related protein complex 3 subunit beta 1,--+-+-,++++++---+++,--+--+--,0.100426677080545,0.339172550250847,+,0.201,0.697120911348343,0.023224813,Ding,54,1,-0.0608,0.321,0.379,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,2.82888960953247,Sympathetic noradrenergic neurons,2.41682075189858
HARS2,1.35e-06,"histidyl-tRNA synthetase 2, mitochondrial",++++-+,+++-++-++-+-,++-+--+-,0.100671112977607,0.854848293356309,+,0.201,0.696065134320426,0.03920618,Ding,54.2,1,-0.0608,0.321,0.143,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.57552851139088,Cholinergic and monoaminergic neurons,2.17146476079399
KIAA1143,5e-07,KIAA1143,-++---,++++++-++---,---+++-+,0.10280172453741,0.252334834895998,+,0.206,0.686969604163153,0.007041498,Labonte,55.3,1,-0.0608,0.321,0.409,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Telencephalon projecting excitatory neurons,2.24377396293815,Sympathetic noradrenergic neurons,3.10909852231817
FH,1.47e-06,fumarate hydratase,++++--,++++-++++---,-+--+--+,0.33851675914638,0.10384508280313,-,0.208,0.682584067374636,0.002341199,Ding,55.9,1,-0.0608,0.321,0.609,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,2.1607250056768,Sympathetic cholinergic neurons,3.39436911319744
