gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
LST1,5.42e-09,leukocyte specific transcript 1,-+,++++,-+,0.0953738759060043,0.453261622691083,+,0.191,0.719540572017343,0.025867041,Ding,51.3,1,-0.00264,0.966,0.765,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Not_Available,Not_Available,Not_Available,Not_Available
ITGB6,2.03e-06,integrin subunit beta 6,++,Missing_P_Values,Filtered_Out,0.095426708354929,0.904573291645071,+,0.191,0.719300060787163,0.190853416709858,Ramaker,51.3,1,-0.00264,0.966,0.971,bed nucleus of stria terminalis,bed nucleus of stria terminalis <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,bed nucleus of stria terminalis <  substantia innominata  < basal forebrain,Choroid epithelial cells,5.16795646015945,Enteric neurons,5.12420563011828
SGCZ,9.76e-10,sarcoglycan zeta,--,--++,Filtered_Out,0.826587872951733,0.0975043488374635,-,0.195,0.709946018032419,0.0682251563492108,Ramaker,52.5,1,-0.00264,0.966,0.271,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,ventromedial hypothalamic nucleus < tuberal region,Cholinergic and monoaminergic neurons,3.49288894731675,Enteric neurons,2.99594245710222
KYNU,2.38e-06,kynureninase,-+,++-+,Filtered_Out,0.101798046612467,0.960070649483711,+,0.204,0.691230559867359,0.113192237,Labonte,54.8,1,-0.00264,0.966,0.993,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Vascular and leptomeningeal cells,3.61264722925713,Peripheral sensory neurofilament neurons,5.61856084128691
ZDHHC5,3.47e-08,zinc finger DHHC-type containing 5,+-,--++,--,0.98866043244336,0.104567011290789,-,0.209,0.679575309040361,0.101909476,Labonte,56.3,1,-0.00264,0.966,0.262,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
KDM3A,1.76e-09,lysine demethylase 3A,--,+++-,Not_Available,0.745538704492787,0.109096587477865,-,0.218,0.661158838190493,0.0527109440608945,Ramaker,58.7,1,-0.00264,0.966,0.316,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Ependymal cells,3.98128113265545,Ependymal cells,3.59907718503345
KLC1,2.46e-10,kinesin light chain 1,+-,+++-,-+,0.578096220213377,0.109155522466508,-,0.218,0.660924291628839,0.01051339,Ding,58.7,1,-0.00264,0.966,0.629,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.53810712032724,Sympathetic cholinergic neurons,2.98086183940725
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,+-,-++-,--,0.960506052423667,0.110341726870975,-,0.221,0.656230227862143,0.187508214692207,Ramaker,59.4,1,-0.00264,0.966,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
HSPA1A,8.13e-08,heat shock protein family A (Hsp70) member 1A,--,++--,+-,0.961985593173659,0.114697186311243,-,0.229,0.639417240179208,0.127307803,Labonte,61.7,1,-0.00264,0.966,0.983,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
MEGF11,1.78e-10,multiple EGF like domains 11,+-,+++-,Filtered_Out,0.830908288554906,0.117034373505128,-,0.234,0.630656569674098,0.016479933,Labonte,63,1,-0.00264,0.966,0.84,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Oligodendrocyte precursor cells,2.9008516052024,Oligodendrocyte precursor cells,3.17340914325478
GPC6,1.6e-09,glypican 6,--,--+-,++,0.117881948021488,0.597885691828821,+,0.236,0.627522700300371,0.009493914,Ding,63.4,1,-0.00264,0.966,0.914,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Hindbrain neurons,2.53277130763208,Enteric neurons,5.31693731683651
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,-+,++++,--,0.355251643959189,0.118203817207411,-,0.236,0.626338502703247,0.029981835,Ding,63.6,1,-0.00264,0.966,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.6627217371282,Pericytes,3.79887133588337
DENND1B,1.45e-08,DENN domain containing 1B,--,-++-,-+,0.938710193442938,0.119977332191427,-,0.24,0.619870803572585,0.091559176,Ding,64.5,1,-0.00264,0.966,0.879,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
IK,2.32e-06,IK cytokine,++,+++-,++,0.120857371905161,0.901357568752296,+,0.242,0.616696858238707,0.043139419,Ding,65,1,-0.00264,0.966,0.161,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.60727674107684,Sympathetic cholinergic neurons,2.48710849996183
MOB4,6.09e-07,"MOB family member 4, phocein",+-,-+--,Not_Available,0.872310384889724,0.121198117928694,-,0.242,0.615474128561273,0.166643782,Labonte,65.2,1,-0.00264,0.966,Not_Available,medial geniculate complex,medial geniculate complex <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,medial geniculate complex < dorsal thalamus,Cholinergic and monoaminergic neurons,3.75319945850413,Sympathetic noradrenergic neurons,2.82015204088842
OR12D3,1.2e-09,olfactory receptor family 12 subfamily D member 3,-+,Not_Available,Filtered_Out,0.12150423021467,0.87849576978533,+,0.243,0.614378606015619,0.24300846042934,Ramaker,65.4,1,-0.00264,0.966,0.0523,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,Gene detected; No expression measured,Not_Available,Vascular endothelial cells,Not_Available
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,+-,---+,--,0.983033558897548,0.124358159256154,-,0.249,0.604295719324557,0.134191386,Ding,66.9,1,-0.00264,0.966,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
ZSCAN26,8.51e-12,zinc finger and SCAN domain containing 26,--,--++,--,0.988083822537957,0.125634734394432,-,0.251,0.599860278387362,0.15164015771215,Ramaker,67.6,1,-0.00264,0.966,0.22,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,4.0160175318489,Hindbrain neurons,3.89453876391377
MAP9,7.15e-07,microtubule associated protein 9,+-,-+--,++,0.866701555165252,0.127526157804722,-,0.255,0.593370729173224,0.062432235,Labonte,68.6,1,-0.00264,0.966,0.931,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,3.44191335187268,Cholinergic and monoaminergic neurons,2.81388160029267
TCAIM,1.4e-07,"T cell activation inhibitor, mitochondrial",+-,-+++,+-,0.875076614234622,0.128191028028032,-,0.256,0.591112373960315,0.0508454518547142,Ramaker,69,1,-0.00264,0.966,0.608,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
RBMS3,7.31e-07,RNA binding motif single stranded interacting protein 3,-+,++-+,Filtered_Out,0.129182673779664,0.967716742838606,+,0.258,0.587765735154303,0.14165621,Labonte,69.5,1,-0.00264,0.966,0.927,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,4.58825511219871,Enteric neurons,3.2617952846437
CDH9,9.7e-07,cadherin 9,+-,-++-,-+,0.907895039849742,0.13018671090195,-,0.26,0.584403349416486,0.066847867,Labonte,70,1,-0.00264,0.966,0.0139,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
MR1,6.25e-08,"major histocompatibility complex, class I-related",++,-+--,-+,0.130332900535081,0.174044173764022,+,0.261,0.583915943825068,0.03727316,Labonte,70.1,1,-0.00264,0.966,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
HARS,2.1e-07,histidyl-tRNA synthetase,+-,--++,++,0.130414695468811,0.831196264341583,+,0.261,0.583643472745173,0.060676606,Labonte,70.2,1,-0.00264,0.966,0.113,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CHMP3,4e-07,charged multivesicular body protein 3,+-,--+-,-+,0.798965339273466,0.1324066363822,-,0.265,0.577060251317385,0.029561704,Not_Available,71.2,1,-0.00264,0.966,Not_Available,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
CTNNA3,1.69e-10,catenin alpha 3,-+,++++,Filtered_Out,0.133650715047037,0.823688759306137,+,0.267,0.572998717710714,0.143066319,Labonte,71.9,1,-0.00264,0.966,0.707,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
PCDHA2,4.57e-08,protocadherin alpha 2,+-,++++,Filtered_Out,0.13399507324775,0.90021382483631,+,0.268,0.571881173886517,0.157801684,Labonte,72.1,1,-0.00264,0.966,0.631,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Spinal cord inhibitory neurons,3.62381760574292,Spinal cord inhibitory neurons,3.87457447125714
SCAI,1.19e-07,suppressor of cancer cell invasion,+-,--+-,Not_Available,0.963834851104282,0.13527350185863,-,0.271,0.567757271475497,0.102441871,Labonte,72.8,1,-0.00264,0.966,0.677,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,2.94660481436602,Cholinergic and monoaminergic neurons,3.17519641074897
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+,++++,Filtered_Out,0.138108921804917,0.652922747904568,+,0.276,0.558748269526472,0.144667589,Labonte,74.3,1,-0.00264,0.966,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZNF536,1.62e-06,zinc finger protein 536,-+,++++,+-,0.140803082660686,0.339230686055208,+,0.282,0.550357841235393,0.038440967,Labonte,75.8,1,-0.00264,0.966,0.527,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon inhibitory interneurons,2.76402611732913,Telencephalon inhibitory interneurons,2.84477685813301
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,+-,-+-+,--,0.972660216488629,0.141463842049351,-,0.283,0.548324555324686,0.146137172,Ding,76.1,1,-0.00264,0.966,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
ZKSCAN3,1.16e-08,zinc finger with KRAB and SCAN domains 3,-+,++++,Filtered_Out,0.143832056140668,0.975168036197869,+,0.288,0.54111431541365,0.161482233,Labonte,77.4,1,-0.00264,0.966,0.289,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Choroid epithelial cells,2.97874457276878,Enteric neurons,3.02516222227187
TRAF3,3.17e-07,TNF receptor associated factor 3,-+,----,+-,0.771691159530327,0.145184525891524,-,0.29,0.537049673633408,0.054241667,Ding,78.1,1,-0.00264,0.966,0.428,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Hindbrain neurons,3.26811898489611,Hindbrain neurons,2.9800683009023
GRM8,1.8e-12,glutamate metabotropic receptor 8,--,+-++,--,0.535892212131421,0.146747289346188,-,0.293,0.532399916446113,0.127167697,Ding,79,1,-0.00264,0.966,0.571,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,4.99345404558307,Hindbrain neurons,5.10986286366373
SHISA9,8.98e-17,shisa family member 9,+-,--++,Not_Available,0.700795402617864,0.1476478251035,-,0.295,0.529742950275053,0.027790087,Labonte,79.4,1,-0.00264,0.966,0.755,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Glutamatergic neuroblasts,3.68661985995387,Glutamatergic neuroblasts,3.55297161097771
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,+-,-+--,-+,0.920432963583431,0.154627085702542,-,0.309,0.509684433635813,0.204063483,Ding,83.2,1,-0.00264,0.966,0.823,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZNF165,1.95e-12,zinc finger protein 165,++,--++,Filtered_Out,0.159724750191066,0.915094867560404,+,0.319,0.495597786766316,0.14509050353664,Ramaker,85.9,1,-0.00264,0.966,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
IQCJ-SCHIP1,1.37e-07,IQCJ-SCHIP1 readthrough,+-,+-+-,Not_Available,0.760867985713906,0.159770077657275,-,0.32,0.495474558051048,0.127269079028808,Ramaker,86,1,-0.00264,0.966,Not_Available,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
TYR,6.97e-09,tyrosinase,++,Not_Available,Filtered_Out,0.15994682339695,0.84005317660305,+,0.32,0.494994385079226,0.3198936467939,Ramaker,86.1,1,-0.00264,0.966,0.504,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
BCHE,2.39e-07,butyrylcholinesterase,--,+++-,-+,0.68885684981168,0.163412325592583,-,0.327,0.485685193663713,0.129310955678416,Ramaker,87.9,1,-0.00264,0.966,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
EXT1,1.2e-06,exostosin glycosyltransferase 1,--,+---,+-,0.788245868819853,0.16546237208142,-,0.331,0.480270758220604,0.086153338,Labonte,89,1,-0.00264,0.966,0.81,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Ependymal cells,3.73397788580322,Ependymal cells,3.69044701771994
HIST1H1B,9.97e-14,histone cluster 1 H1 family member b,-+,Not_Available,Filtered_Out,0.167704893884388,0.832295106115612,+,0.335,0.474424268170162,0.335409787768777,Ramaker,90.2,1,-0.00264,0.966,0.491,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
OLFM4,1.7e-12,olfactomedin 4,++,+++-,Filtered_Out,0.168616284751809,0.826204156617685,+,0.337,0.472070488398909,0.149857931,Labonte,90.7,1,-0.00264,0.966,0.99,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Peptidergic neurons,4.1737192292522,Peptidergic neurons,4.56491232412
ESR2,2.67e-09,estrogen receptor 2,++,++++,Filtered_Out,0.16908138481281,0.968581554072334,+,0.338,0.470874208199508,0.199315477,Labonte,91,1,-0.00264,0.966,0.399,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Cholinergic and monoaminergic neurons,5.53691415186752,Cholinergic and monoaminergic neurons,5.66013271833836
ZC3H7B,2.91e-08,zinc finger CCCH-type containing 7B,++,---+,--,0.802228451825685,0.175309036483658,-,0.351,0.455165701511814,0.014342726,Labonte,94.3,1,-0.00264,0.966,0.183,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Cholinergic and monoaminergic neurons,3.77444321120833,Sympathetic cholinergic neurons,2.36603288386083
PPID,2.41e-06,peptidylprolyl isomerase D,--,++--,--,0.939074441414453,0.176095187406671,-,0.352,0.453222517257365,0.085305805,Ding,94.7,1,-0.00264,0.966,0.116,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
GRM5,6.21e-17,glutamate metabotropic receptor 5,+-,--+-,Filtered_Out,0.921207339300141,0.17669960516296,-,0.353,0.451734425263547,0.154865637648089,Ramaker,95.1,1,-0.00264,0.966,0.708,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
CELF2,7.52e-08,CUGBP Elav-like family member 2,+-,----,-+,0.849957428350022,0.176877034239649,-,0.354,0.451298556674867,0.166449719,Not_Available,95.2,1,-0.00264,0.966,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,-+,Not_Available,Filtered_Out,0.17913243545337,0.82086756454663,+,0.358,0.445795773802359,0.358264870906739,Ramaker,96.4,1,-0.00264,0.966,0.528,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CKB,1.76e-08,creatine kinase B,++,--++,++,0.179489898202885,0.689609692052983,+,0.359,0.44492999308295,0.049567844,Labonte,96.6,1,-0.00264,0.966,0.864,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Subcommissural organ hypendymal cells,2.33869058684455,Peripheral sensory neurofilament neurons,2.2233114665496
APOPT1,9.26e-09,"apoptogenic 1, mitochondrial",-+,++--,Not_Available,0.1801908737217,0.697888961858556,+,0.36,0.443237213212818,0.106324500698081,Ramaker,96.9,1,-0.00264,0.966,0.261,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CAMKK2,1.88e-06,calcium/calmodulin dependent protein kinase kinase 2,+-,+-++,+-,0.181907533692344,0.438711622010834,+,0.364,0.439119318613597,0.012333427,Ding,97.9,1,-0.00264,0.966,0.565,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.55248354135044,Telencephalon projecting excitatory neurons,4.56797675895
HLA-DQA1,6.06e-07,"major histocompatibility complex, class II, DQ alpha 1",-+,-+--,Not_Available,0.184309743629864,0.834417424980436,+,0.369,0.433421709307783,0.152222333,Labonte,99.2,1,-0.00264,0.966,0.999,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Perivascular macrophages,4.99698634411188,Perivascular macrophages,5.00429757573023
TMEM67,3.38e-07,transmembrane protein 67,-+,+++-,Filtered_Out,0.184469468104927,0.447254892958535,+,0.369,0.433045508804744,0.010568155,Labonte,99.2,1,-0.00264,0.966,0.566,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,4.92843260898498,Ependymal cells,5.1952029590477
BAD,1.35e-06,BCL2 associated agonist of cell death,-+,+--+,--,0.555637103440219,0.185023477111642,-,0.37,0.431743166024139,0.053143914,Ding,99.5,1,-0.00264,0.966,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
ZNF660,2.47e-10,zinc finger protein 660,-+,--++,Filtered_Out,0.187182196567058,0.906720206254904,+,0.374,0.426705464957315,0.131673996,Labonte,101,1,-0.00264,0.966,0.142,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
TCTEX1D1,6.7e-08,Tctex1 domain containing 1,+-,+++-,Filtered_Out,0.189930879832407,0.740908130600661,+,0.38,0.420374424272244,0.074252194,Labonte,102,1,-0.00264,0.966,0.518,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.49021351946159,Ependymal cells,5.78194929693987
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,+-,-+++,Filtered_Out,0.251635171424702,0.191756242833368,-,0.384,0.4162204925549,0.00566483,Labonte,103,1,-0.00264,0.966,0.761,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
MYBPC3,1.39e-06,"myosin binding protein C, cardiac",-+,Not_Available,--,0.684929553666049,0.193158165709045,-,0.386,0.41305693178571,0.07216985,Ding,104,1,-0.00264,0.966,0.231,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TAL1,5.73e-07,"TAL bHLH transcription factor 1, erythroid differentiation factor",-+,++-+,Filtered_Out,0.195078264230105,0.897262228221292,+,0.39,0.40876112167034,0.117610401,Labonte,105,1,-0.00264,0.966,0.888,superior olivary complex,superior olivary complex <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,superior olivary complex < pontine tegmentum,Di- and mesencephalon inhibitory neurons,4.97522784901096,Di- and mesencephalon inhibitory neurons,5.43065221780771
PSORS1C2,2.98e-07,psoriasis susceptibility 1 candidate 2,+-,Not_Available,Filtered_Out,0.196505768638143,0.803494231361857,+,0.393,0.405594700255919,0.393011537276286,Ramaker,106,1,-0.00264,0.966,0.622,lateral parabrachial nucleus,lateral parabrachial nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,lateral parabrachial nucleus < pontine tegmentum,Vascular endothelial cells,4.61719413561084,Vascular endothelial cells,5.0468346698786
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,Not_Available,Filtered_Out,0.196596832274852,0.803403167725148,+,0.393,0.405393488483011,0.393193664549704,Ramaker,106,1,-0.00264,0.966,0.0751,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
MANEA,1.88e-06,mannosidase endo-alpha,+-,++--,-+,0.538092224724952,0.199704244025283,-,0.399,0.398582709935138,0.118497160673559,Ramaker,107,1,-0.00264,0.966,0.87,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,3.67354498734173,Hindbrain neurons,3.83091357174874
MED19,1.75e-07,mediator complex subunit 19,++,--++,--,0.680941193676823,0.200553976031115,-,0.401,0.396738727939788,0.133635849,Labonte,108,1,-0.00264,0.966,0.125,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Ependymal cells,2.20577960467865,Sympathetic cholinergic neurons,2.75665720184329
BTN3A3,6.6e-08,butyrophilin subfamily 3 member A3,+-,++-+,-+,0.741161822313636,0.201830960624901,-,0.404,0.393982217077368,0.021741573,Ding,109,1,-0.00264,0.966,0.829,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
C16orf45,1.86e-09,BMERB Domain Containing 1,++,-+--,--,0.889435469091137,0.202795630566113,-,0.406,0.391911410881176,0.155821654,Labonte,109,1,-0.00264,0.966,0.584,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
