gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ACVR1B,5.28e-07,activin A receptor type 1B,++++,---+--++,++++--,0.0279755977307418,0.507897660314836,+,0.056,1.25219062983663,0.0187723485858882,Ramaker,15.1,1,-0.114,0.0627,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
PHF2,2.32e-06,PHD finger protein 2,-+--,--+-++++,++----,0.0283950181423678,0.467649156648182,+,0.0568,1.24572785383361,0.014930993,Ding,15.3,1,-0.114,0.0627,0.125,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.84681986991091,Enteric neurons,3.35069240040798
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,-+-+,+++-+-++,+--+++,0.24783447762118,0.0294006647263788,-,0.0588,1.23061285474921,0.009869007,Ding,15.8,1,-0.114,0.0627,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
KIAA1143,5e-07,KIAA1143,-+--,++++-++-,--++++,0.0302116369194293,0.187117478586778,+,0.0604,1.21879574758918,0.007041498,Labonte,16.3,1,-0.114,0.0627,0.409,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Telencephalon projecting excitatory neurons,2.24377396293815,Sympathetic noradrenergic neurons,3.10909852231817
HSPA1A,8.13e-08,heat shock protein family A (Hsp70) member 1A,----,--+-----,----++,0.0334669137233613,0.657467432864409,+,0.0669,1.17435434022189,0.052021844,Labonte,18,1,-0.114,0.0627,0.983,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
RHOA,7.1e-07,ras homolog family member A,-++-,-+++++-+,+--+++,0.810092317205168,0.0346161603387362,-,0.0692,1.15969111053029,0.005285861,Ding,18.6,1,-0.114,0.0627,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
LTBP3,8.14e-07,latent transforming growth factor beta binding protein 3,----,----++-+,+-+--+,0.192647781236029,0.0347780917582802,-,0.0696,1.15766425535204,0.027174725,Labonte,18.7,1,-0.114,0.0627,0.827,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,4.66919716502908,Choroid epithelial cells,4.40627315983146
SCYL1,6.11e-08,SCY1 like pseudokinase 1,+++-,++++++++,-++---,0.0360740207119244,0.184133234916363,+,0.0721,1.14177545404187,0.001734011,Labonte,19.4,1,-0.114,0.0627,0.207,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
HARS,2.1e-07,histidyl-tRNA synthetase,+-+-,+-+-++++,+++-+-,0.0365404401263342,0.160490184902639,+,0.0731,1.13619623024979,0.005687828,Ding,19.7,1,-0.114,0.0627,0.113,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
BAD,1.35e-06,BCL2 associated agonist of cell death,--+-,++++-+++,------,0.0368002280840977,0.0965625531620364,+,0.0736,1.13311949394081,0.001132037,Labonte,19.8,1,-0.114,0.0627,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
RTN1,1.71e-08,reticulon 1,++++,++-+-+++,-+--++,0.522173319633369,0.0377699522539332,-,0.0755,1.12182356851211,0.006195693,Ding,20.3,1,-0.114,0.0627,0.963,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,3.3682122135607,Sympathetic noradrenergic neurons,4.27437476304621
STAU1,1.34e-06,staufen double-stranded RNA binding protein 1,+++-,+-++++++,+++-+-,0.0404432660294626,0.751465409659119,+,0.0809,1.09212378419008,0.004673783,Ding,21.8,1,-0.114,0.0627,0.258,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cholinergic and monoaminergic neurons,3.64372187714201,Cholinergic and monoaminergic neurons,2.27957428896524
ADCK3,1.43e-08,coenzyme Q8A,+++-,++++--+-,+-----,0.0412216777969825,0.762127523261738,+,0.0824,1.0838443399607,0.010694757,Ding,22.2,1,-0.114,0.0627,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SDK1,9.19e-09,sidekick cell adhesion molecule 1,-+++,----++++,Filtered_Out,0.993580869039939,0.0415301662794871,-,0.0831,1.08060633438388,0.086095119,Labonte,22.3,1,-0.114,0.0627,0.705,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.72364693590745,Peripheral sensory peptidergic neurons,2.66671939497139
YLPM1,3.52e-10,YLP motif containing 1,-+--,----+--+,Not_Available,0.87418746254754,0.0426653657527453,-,0.0853,1.06889453132228,0.001039362,Labonte,23,1,-0.114,0.0627,0.157,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.78122141791888,Cholinergic and monoaminergic neurons,2.74398735586121
TMEM42,4.87e-07,transmembrane protein 42,+-+-,++++-+++,Not_Available,0.0434142886631369,0.902441501772846,+,0.0868,1.06133731477152,0.024523215,Labonte,23.4,1,-0.114,0.0627,0.325,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,3.87566283100583,Peripheral sensory non-peptidergic neurons,2.85212076708556
GRIK5,2.06e-07,glutamate ionotropic receptor kainate type subunit 5,+-++,----++++,++++--,0.391978446383905,0.0453944623517545,-,0.0908,1.04196712761901,0.076827027,Labonte,24.4,1,-0.114,0.0627,0.327,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,2.8686453598307,Telencephalon projecting excitatory neurons,2.66933952447768
TMX2,1.49e-07,thioredoxin related transmembrane protein 2,+++-,++++---+,Not_Available,0.0454262164345482,0.538015751819022,+,0.0909,1.04166343855433,0.0233030520770075,Ramaker,24.4,1,-0.114,0.0627,0.238,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,3.21900484937128,Sympathetic noradrenergic neurons,3.31975245299273
CDH9,9.7e-07,cadherin 9,-+++,+---+++-,++--++,0.971907441134307,0.0457315924510885,-,0.0915,1.03875367982656,0.028128689,Labonte,24.6,1,-0.114,0.0627,0.0139,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
C3orf84,2.53e-07,chromosome 3 open reading frame 84,+-++,Not_Available,Not_Available,0.469349035301171,0.0464166886567215,-,0.0928,1.03229584946146,0.0587952335497419,Ramaker,25,1,-0.114,0.0627,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
BCHE,2.39e-07,butyrylcholinesterase,----,++++----,-+-+++,0.0480124123796148,0.461015402701579,+,0.096,1.01761647672898,0.048583667,Labonte,25.8,1,-0.114,0.0627,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
EPHB2,1.04e-06,EPH receptor B2,--+-,---+--+-,+++---,0.0491359502260821,0.55664999453261,+,0.0983,1.00757064517004,0.039052528,Ding,26.4,1,-0.114,0.0627,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
FAM120AOS,2.42e-06,family with sequence similarity 120A opposite strand,+++-,++++-++-,Not_Available,0.0498566973443145,0.703743447619432,+,0.0997,1.00124649817159,0.036167336,Labonte,26.8,1,-0.114,0.0627,0.504,caudal group of intralaminar nuclei,caudal group of intralaminar nuclei <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,caudal group of intralaminar nuclei < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
CACNA2D1,2.52e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-+++,++-++-+-,----++,0.495273782843758,0.0503787551934828,-,0.101,0.996722572005215,0.031564513,Ding,27.1,1,-0.114,0.0627,0.899,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
DCDC1,7.46e-09,doublecortin domain containing 1,++-+,+++++---,Filtered_Out,0.0532184728170271,0.96018576584974,+,0.106,0.972907596665826,0.026863188,Labonte,28.6,1,-0.114,0.0627,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
DCDC5,2.49e-09,doublecortin domain containing 1,++-+,+++++---,Filtered_Out,0.0532184728170271,0.96018576584974,+,0.106,0.972907596665826,0.026863188,Labonte,28.6,1,-0.114,0.0627,0.306,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HLA-DQB1,2.33e-07,"major histocompatibility complex, class II, DQ beta 1",----,--+-----,Not_Available,0.0534594670971044,0.817908813546587,+,0.107,0.970945379095082,0.075130763,Labonte,28.8,1,-0.114,0.0627,0.989,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
PLA2R1,3.98e-07,phospholipase A2 receptor 1,---+,--+-+++-,Filtered_Out,0.972592921174225,0.0551722444295603,-,0.11,0.957249352741043,0.001639741,Labonte,29.7,1,-0.114,0.0627,0.687,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Vascular smooth muscle cells,4.20559977089751,Vascular smooth muscle cells,3.97582009590131
CELF2,7.52e-08,CUGBP Elav-like family member 2,++++,--------,+-+---,0.0552924282345061,0.204400237792414,+,0.111,0.956304341405963,0.016642978,Ding,29.7,1,-0.114,0.0627,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
SORBS3,4.46e-08,sorbin and SH3 domain containing 3,+---,----++++,+-+-+-,0.585652645188312,0.0571331841369256,-,0.114,0.94208157557459,0.018096816,Ding,30.7,1,-0.114,0.0627,0.407,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
MAP9,7.15e-07,microtubule associated protein 9,++++,++-+----,-+-+++,0.340332112077428,0.0577468010745076,-,0.115,0.937442073160038,0.010768352,Ding,31.1,1,-0.114,0.0627,0.931,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,3.44191335187268,Cholinergic and monoaminergic neurons,2.81388160029267
IQCJ-SCHIP1,1.37e-07,IQCJ-SCHIP1 readthrough,--++,----+++-,Not_Available,0.991340822310883,0.0583691649113034,-,0.117,0.932786524440407,0.058049956,Labonte,31.4,1,-0.114,0.0627,Not_Available,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
BSN,1.61e-06,bassoon presynaptic cytomatrix protein,++++,----++++,++++--,0.197293474406651,0.0598463343770415,-,0.12,0.921932449569811,0.022926033,Labonte,32.2,1,-0.114,0.0627,0.646,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.40809003508677,Telencephalon projecting excitatory neurons,3.05486009834863
PROX2,7.55e-10,prospero homeobox 2,---+,Missing_P_Values,Not_Available,0.779979357229818,0.0603553932478429,-,0.121,0.918253920405971,0.0432120704632707,Ramaker,32.5,1,-0.114,0.0627,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
HTT,8.85e-07,huntingtin,++++,----++++,Not_Available,0.865982500744446,0.0615171847073885,-,0.123,0.909973552282939,0.057434382,Labonte,33.1,1,-0.114,0.0627,0.321,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,+++-,--+-+---,Not_Available,0.0625748909332912,0.731577319305532,+,0.125,0.902569903021176,0.0205952997499381,Ramaker,33.7,1,-0.114,0.0627,0.26,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.72501634524872,Peripheral sensory neurofilament neurons,4.18562972777196
CTNNA3,1.69e-10,catenin alpha 3,----,-+++---+,Filtered_Out,0.0647309090511051,0.757349330633383,+,0.129,0.88785829824337,0.064947203,Labonte,34.8,1,-0.114,0.0627,0.707,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
SF3B1,1.78e-08,splicing factor 3b subunit 1,-+-+,+++-+---,+--+++,0.073843050579585,0.0662477725376095,-,0.132,0.877798723853782,0.010551779,Ding,35.6,1,-0.114,0.0627,0.542,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
SLC4A9,2.66e-06,solute carrier family 4 member 9,----,-++----+,Filtered_Out,0.0697834423747197,0.719710494803734,+,0.14,0.855217615213165,0.020928616,Labonte,37.5,1,-0.114,0.0627,0.393,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,++--,+---++++,+-++++,0.464170519169581,0.0722174494615907,-,0.144,0.840327858161538,0.05196236,Ding,38.9,1,-0.114,0.0627,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
HIST1H1B,9.97e-14,histone cluster 1 H1 family member b,-++-,Not_Available,Filtered_Out,0.0735082842704134,0.800864336304377,+,0.147,0.83263371817447,0.0125517796133158,Ramaker,39.5,1,-0.114,0.0627,0.491,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,-+-+,++++++++,++++-+,0.0750052709696433,0.807303381246858,+,0.15,0.823878219976402,0.01774485,Ding,40.4,1,-0.114,0.0627,0.655,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.31170008709823,Cholinergic and monoaminergic neurons,3.19207777428948
KLC1,2.46e-10,kinesin light chain 1,+-+-,+++---+-,--+-++,0.0752210145803973,0.362618649560256,+,0.15,0.822630817449899,0.003812079,Ding,40.5,1,-0.114,0.0627,0.629,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.53810712032724,Sympathetic cholinergic neurons,2.98086183940725
PPP6C,1.1e-06,protein phosphatase 6 catalytic subunit,++++,++++----,---+-+,0.0756006786073474,0.146755965664302,+,0.151,0.820444310500108,0.005052903,Ding,40.7,1,-0.114,0.0627,0.577,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.92426142099383,Sympathetic cholinergic neurons,2.94432522454954
ASCC3,8.91e-08,activating signal cointegrator 1 complex subunit 3,++-+,+++-----,-+-+++,0.0765756356122579,0.122196756892894,+,0.153,0.814879394002683,0.0190752447065901,Ramaker,41.2,1,-0.114,0.0627,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
NEGR1,3.55e-15,neuronal growth regulator 1,++++,-+-+--+-,++-+++,0.545722227868014,0.0766607680205021,-,0.153,0.814396838447228,0.026356835,Ding,41.2,1,-0.114,0.0627,0.974,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
TOPAZ1,3.6e-07,testis and ovary specific PAZ domain containing 1,-+++,++++---+,Not_Available,0.0772555101220832,0.860863045637697,+,0.155,0.811040539795465,0.101384327,Labonte,41.6,1,-0.114,0.0627,Not_Available,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.82217680957343,Peripheral sensory non-peptidergic neurons,4.72309099499653
TRAF3,3.17e-07,TNF receptor associated factor 3,+-++,-----++-,+-----,0.183710679583066,0.0774977902019822,-,0.155,0.809680685271873,0.011555865,Labonte,41.7,1,-0.114,0.0627,0.428,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Hindbrain neurons,3.26811898489611,Hindbrain neurons,2.9800683009023
VPS41,1.94e-06,VPS41 subunit of HOPS complex,-+++,++-+--+-,-+-+++,0.382305239937658,0.0787709583074313,-,0.158,0.802603875318426,0.005660112,Ding,42.4,1,-0.114,0.0627,0.376,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
FADS2,1.94e-08,fatty acid desaturase 2,++--,+-+-----,+-----,0.0841499055994364,0.872415630020619,+,0.168,0.773916371221643,0.085617322,Ding,45.3,1,-0.114,0.0627,0.768,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
LRP1B,2.73e-09,LDL receptor related protein 1B,++-+,++----+-,-++++-,0.0860927276984711,0.936308231886799,+,0.172,0.764003536434205,0.0195625911259663,Ramaker,46.3,1,-0.114,0.0627,0.865,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,Dentate gyrus granule neurons,2.87143582823708,Dentate gyrus granule neurons,3.14664401885536
ZNF501,5.35e-07,zinc finger protein 501,-+--,--+-+---,Filtered_Out,0.0864981542879044,0.972960031651479,+,0.173,0.761963163820689,0.064347101,Labonte,46.5,1,-0.114,0.0627,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
SOX5,3.79e-09,SRY-box 5,++-+,--------,Filtered_Out,0.0875239696038607,0.693591149315873,+,0.175,0.756842997700909,0.040092956,Labonte,47.1,1,-0.114,0.0627,0.654,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
POGZ,3.16e-07,pogo transposable element derived with ZNF domain,-+-+,--+-+---,--+++-,0.489668241575464,0.0889220880995571,-,0.178,0.749960351934485,0.023772846,Ding,47.8,1,-0.114,0.0627,0.0413,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,2.69090360960431,Enteric neurons,2.55794199138711
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,+++-,--+-----,Filtered_Out,0.0903337065639378,0.797074316764416,+,0.181,0.743120173808687,0.016788057,Labonte,48.6,1,-0.114,0.0627,0.761,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PRR16,1.19e-06,proline rich 16,+++-,-++-----,Filtered_Out,0.0914012364612106,0.880695335460095,+,0.183,0.738017933496622,0.0858991586017684,Ramaker,49.2,1,-0.114,0.0627,0.87,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
FAM172A,7.75e-10,family with sequence similarity 172 member A,-+-+,++-++-+-,Not_Available,0.091526763742826,0.888036957800509,+,0.183,0.737421897742336,0.0180964473748065,Ramaker,49.2,1,-0.114,0.0627,0.505,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Oligodendrocytes,2.54488343707848,Peripheral sensory non-peptidergic neurons,2.68221919989064
CSMD1,3.31e-07,CUB and Sushi multiple domains 1,-+++,-+--+++-,+-+---,0.100329245440471,0.0968458779530864,-,0.194,0.71288886374476,0.048293727,Ding,52.1,1,-0.114,0.0627,0.832,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
FANCL,4.58e-07,FA complementation group L,---+,++++----,----++,0.0974464474894155,0.48436596219417,+,0.195,0.710203993246322,0.101785342,Labonte,52.4,1,-0.114,0.0627,0.696,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,3.1314143729005,Sympathetic noradrenergic neurons,3.6759759913453
CCS,2.3e-06,copper chaperone for superoxide dismutase,+---,--+-++++,++-++-,0.48835068105424,0.0993205840366118,-,0.199,0.701930739656352,0.014563279,Labonte,53.4,1,-0.114,0.0627,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
ASTN2,2.19e-11,astrotactin 2,++--,--+---++,-++++-,0.406716189981393,0.102263260637688,-,0.205,0.6892503683572,0.021753736,Labonte,55,1,-0.114,0.0627,0.744,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Glutamatergic neuroblasts,2.84826952671517,Enteric neurons,2.52990794163297
PCDHA3,1.06e-07,protocadherin alpha 3,-+-+,+++++-+-,Filtered_Out,0.102351105042787,0.904058866809003,+,0.205,0.688877468413272,0.067578583,Labonte,55.1,1,-0.114,0.0627,0.0941,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Cholinergic and monoaminergic neurons,3.82520183583016,Cholinergic and monoaminergic neurons,3.76612977790557
ZNF184,3.34e-08,zinc finger protein 184,+++-,----+-+-,+++---,0.102488708734795,0.227918959962571,+,0.205,0.688293982888503,0.016954203,Labonte,55.1,1,-0.114,0.0627,0.368,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Non-glutamatergic neuroblasts,3.29333983815876,Non-glutamatergic neuroblasts,3.28351880097876
