gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
CELF2,7.52e-08,CUGBP Elav-like family member 2,+-+,------,--+-,0.669209337823265,0.0504056187160873,-,0.101,0.996491054370976,0.016642978,Ding,27.1,1,0.029,0.636,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
CRB1,2.5e-07,crumbs cell polarity complex component 1,--+,----+-,+-++,0.790359245088402,0.0509764312574705,-,0.102,0.991600576094857,0.000989607,Ding,27.4,1,0.029,0.636,0.623,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.97477673825537,Cholinergic and monoaminergic neurons,5.4162160540302
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,+++,Not_Available,Filtered_Out,0.0527739035420831,0.965264215837834,+,0.106,0.976550785389383,0.0581787480716537,Ramaker,28.4,1,0.029,0.636,0.451,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SPRY2,8.26e-07,sprouty RTK signaling antagonist 2,---,-----+,+---,0.999046742016887,0.0563784743970322,-,0.113,0.947856684661288,0.144883224321178,Ramaker,30.3,1,0.029,0.636,0.938,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Enteric glia,4.11970794127568,Enteric neurons,3.47774007250763
EYS,1.32e-06,eyes shut homolog,-++,+++---,Not_Available,0.0579230306847079,0.97962277917655,+,0.116,0.936118727127407,0.063425252,Labonte,31.2,1,0.029,0.636,0.00999,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
RABEPK,1.56e-06,Rab9 effector protein with kelch motifs,++-,++++++,--++,0.0594433925531172,0.55806901062913,+,0.119,0.924866416822841,0.0318732423647463,Ramaker,32,1,0.029,0.636,0.136,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Telencephalon inhibitory interneurons,1.92644249067401,Sympathetic cholinergic neurons,3.30391231298682
CAMKK2,1.88e-06,calcium/calmodulin dependent protein kinase kinase 2,+--,++++++,----,0.205536606857351,0.0610022786327834,-,0.122,0.913623946716046,0.036785527,Labonte,32.8,1,0.029,0.636,0.565,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.55248354135044,Telencephalon projecting excitatory neurons,4.56797675895
BTN1A1,7.4e-09,butyrophilin subfamily 1 member A1,--+,Not_Available,Filtered_Out,0.448149974174691,0.0622024188594206,-,0.124,0.905162730949488,0.02921859910418,Ramaker,33.5,1,0.029,0.636,0.0995,CA2 field,CA2 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA2 field <  hippocampal formation  < limbic lobe,Di- and mesencephalon inhibitory neurons,3.97528722444647,Di- and mesencephalon inhibitory neurons,4.33940339359627
SERPING1,2.45e-06,serpin family G member 1,+++,++++++,-+++,0.0624985679152171,0.9974380898451,+,0.125,0.903099938250254,0.0408790671998933,Ramaker,33.6,1,0.029,0.636,0.983,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Vascular and leptomeningeal cells,5.32011632751613,Vascular and leptomeningeal cells,4.13708695278917
DENND1A,1.54e-14,DENN domain containing 1A,+-+,++++++,--+-,0.0633731793763915,0.729017662915918,+,0.127,0.897064508493946,0.091398876,Ding,34.1,1,0.029,0.636,0.599,basolateral nucleus,basolateral nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,basolateral nucleus < amygdala,Cholinergic and monoaminergic neurons,2.87396729572261,Cholinergic and monoaminergic neurons,2.84876785804461
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++-,Not_Available,Filtered_Out,0.0656034735589042,0.820957449684148,+,0.131,0.882043169418791,0.0367702805053664,Ramaker,35.3,1,0.029,0.636,0.0751,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
HIST1H1B,9.97e-14,histone cluster 1 H1 family member b,++-,Not_Available,Filtered_Out,0.411668871445347,0.0712741487044338,-,0.143,0.846037965519373,0.0125517796133158,Ramaker,38.3,1,0.029,0.636,0.491,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA6,6.79e-07,protocadherin alpha 6,+-+,------,Filtered_Out,0.919078414885898,0.0714001242662199,-,0.143,0.845271036704289,0.132236093836804,Ramaker,38.4,1,0.029,0.636,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
SORBS3,4.46e-08,sorbin and SH3 domain containing 3,-+-,++++++,-++-,0.0718841812224132,0.930380072958669,+,0.144,0.842336673948481,0.092673315,Ding,38.7,1,0.029,0.636,0.407,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
PLA2R1,3.98e-07,phospholipase A2 receptor 1,-++,+++-++,Filtered_Out,0.073551115082414,0.945769965055898,+,0.147,0.832380743037687,0.05886881,Labonte,39.6,1,0.029,0.636,0.687,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Vascular smooth muscle cells,4.20559977089751,Vascular smooth muscle cells,3.97582009590131
VPS41,1.94e-06,VPS41 subunit of HOPS complex,+-+,--+---,++-+,0.0742793247498653,0.187559206188136,+,0.149,0.828102057285782,0.005660112,Ding,40,1,0.029,0.636,0.376,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,+-+,++---+,+---,0.824584459509072,0.0779846385982459,-,0.156,0.806960940479331,0.030551685,Ding,42,1,0.029,0.636,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
BAZ2B,1.32e-07,bromodomain adjacent to zinc finger domain 2B,-+-,+---++,+---,0.727501572342351,0.0791183015391931,-,0.158,0.800693048801416,0.013601592,Ding,42.6,1,0.029,0.636,0.588,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.00542632558325,Enteric neurons,3.13509874745176
STK19,7.06e-07,serine/threonine kinase 19,-+-,-+-++-,+-++,0.0793665991035062,0.846736976401961,+,0.159,0.799332233356643,0.026934644,Ding,42.7,1,0.029,0.636,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
CHMP3,4e-07,charged multivesicular body protein 3,+-+,+++++-,-+++,0.0794682420713493,0.927927525414965,+,0.159,0.798776398304866,0.059323219,Labonte,42.8,1,0.029,0.636,Not_Available,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
RFWD2,7e-09,COP1 E3 ubiquitin ligase,+--,+++-+-,+---,0.64896859359256,0.083790438431399,-,0.168,0.775775541474259,0.0189633582008738,Ramaker,45.1,1,0.029,0.636,0.202,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
NICN1,5.99e-07,nicolin 1,---,+++++-,----,0.58705765812708,0.0850294706901513,-,0.17,0.769400528741322,0.0357052524068127,Ramaker,45.7,1,0.029,0.636,0.231,fusiform gyrus bank of cos,fusiform gyrus bank of cos <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus bank of cos <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.71992601052375,Sympathetic noradrenergic neurons,2.48723259765726
GINM1,2.54e-06,glycoprotein integral membrane 1,-+-,+-----,++-+,0.086118365496217,0.241379778117322,+,0.172,0.763874225900663,0.048364513,Ding,46.3,1,0.029,0.636,0.416,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
C11orf31,5.11e-07,selenoprotein H,++-,+++--+,--+-,0.0867873160705629,0.380275124209572,+,0.174,0.760513746476124,0.002668892,Labonte,46.7,1,0.029,0.636,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
BAD,1.35e-06,BCL2 associated agonist of cell death,++-,-+++-+,----,0.0998814472514605,0.0880281640424116,-,0.176,0.754348360239192,0.001132037,Labonte,47.4,1,0.029,0.636,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,+-+,++--++,++++,0.0901745588948089,0.953148496845137,+,0.18,0.743885977770558,0.074102434,Ding,48.5,1,0.029,0.636,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,--+,------,--++,0.700517349134809,0.0937450772129989,-,0.187,0.727021533220139,0.037415407,Labonte,50.4,1,0.029,0.636,0.823,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,+--,----++,Filtered_Out,0.665136870737765,0.094583906711234,-,0.189,0.723152756106271,0.016788057,Labonte,50.9,1,0.029,0.636,0.761,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SLC4A9,2.66e-06,solute carrier family 4 member 9,-+-,---+++,Filtered_Out,0.847484690992226,0.0950983943484077,-,0.19,0.720796820011783,0.020928616,Labonte,51.2,1,0.029,0.636,0.393,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
ACVR1B,5.28e-07,activin A receptor type 1B,+-+,--++++,+---,0.235894967249542,0.0954532067960987,-,0.191,0.719179481030578,0.0187723485858882,Ramaker,51.4,1,0.029,0.636,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
MARCH10,2.76e-07,membrane associated ring-CH-type finger 10,---,++-++-,Not_Available,0.0966883648878557,0.162065435397699,+,0.193,0.713595788464204,0.017448756,Labonte,52,1,0.029,0.636,0.2,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
LRFN5,2.04e-12,leucine rich repeat and fibronectin type III domain containing 5,+-+,+-----,+---,0.719850379044144,0.100904648152187,-,0.202,0.695058831950939,0.070474956,Labonte,54.3,1,0.029,0.636,0.77,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Di- and mesencephalon excitatory neurons,2.2127027690198,Peripheral sensory non-peptidergic neurons,2.43755385014259
ASCC3,8.91e-08,activating signal cointegrator 1 complex subunit 3,--+,------,++++,0.204087809118501,0.101317386565575,-,0.203,0.693286025495319,0.0385018431059904,Ramaker,54.5,1,0.029,0.636,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
ERBB4,1.29e-13,erb-b2 receptor tyrosine kinase 4,+-+,++---+,++--,0.517131047488971,0.10347333764841,-,0.207,0.684141546368046,0.04356264,Labonte,55.7,1,0.029,0.636,0.894,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon inhibitory interneurons,4.38370811436805,Telencephalon inhibitory interneurons,4.76943202691819
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,-+-,---+--,----,0.968719201610684,0.103690045943001,-,0.207,0.683232937431263,0.159992416,Ding,55.8,1,0.029,0.636,0.845,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
NEGR1,3.55e-15,neuronal growth regulator 1,+-+,--+---,++-+,0.159785086493479,0.105515824373608,-,0.211,0.675652407993524,0.020836517,Ding,56.8,1,0.029,0.636,0.974,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
MAP9,7.15e-07,microtubule associated protein 9,+-+,------,++++,0.107376746807281,0.321225648536289,+,0.215,0.668059762327058,0.016581742,Ding,57.8,1,0.029,0.636,0.931,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,3.44191335187268,Cholinergic and monoaminergic neurons,2.81388160029267
ZFHX4,5.27e-09,zinc finger homeobox 4,---,----++,++++,0.510526407131475,0.109435371295616,-,0.219,0.659812288593788,0.074428464,Ding,58.9,1,0.029,0.636,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,+-+,+++++-,--+-,0.466694448324908,0.112717716854865,-,0.225,0.646977820964453,0.044075562,Ding,60.6,1,0.029,0.636,0.717,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00782697103188,Peripheral sensory non-peptidergic neurons,3.48888258302817
ETFDH,1.44e-06,electron transfer flavoprotein dehydrogenase,--+,+---+-,-+++,0.114286270123313,0.542598214928566,+,0.229,0.640975945137953,0.013639888,Ding,61.5,1,0.029,0.636,0.678,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Choroid epithelial cells,3.66003261839083,Sympathetic cholinergic neurons,4.06593704014729
CSMD1,3.31e-07,CUB and Sushi multiple domains 1,+-+,+++-++,----,0.236115777792188,0.119288264489113,-,0.239,0.622372284205625,0.048293727,Ding,64.2,1,0.029,0.636,0.832,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
NRD1,2.66e-08,nardilysin convertase,+-+,++--++,--+-,0.618628677479395,0.119863666788766,-,0.24,0.620282445127319,0.015242509,Ding,64.5,1,0.029,0.636,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
IGSF6,1.56e-09,immunoglobulin superfamily member 6,-++,++++++,Filtered_Out,0.120434036589874,0.959853031481702,+,0.241,0.618220761482595,0.0500258425781595,Ramaker,64.8,1,0.029,0.636,0.904,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Perivascular macrophages,5.21106831203813,Perivascular macrophages,5.69320947447033
VRK2,9.97e-09,VRK serine/threonine kinase 2,-+-,---+++,++-+,0.121525516624043,0.339173734869707,+,0.243,0.614302528331516,0.0451750660961976,Ramaker,65.4,1,0.029,0.636,0.546,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Microglia,3.92241044956466,Microglia,4.24111531018962
B3GALTL,5.7e-12,beta 3-glucosyltransferase,+--,----++,+--+,0.61011119389043,0.130843047629515,-,0.262,0.58221935306783,0.015471244,Labonte,70.4,1,0.029,0.636,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
BCHE,2.39e-07,butyrylcholinesterase,---,----+-,++++,0.488669678829428,0.131736159762105,-,0.263,0.579265005154889,0.048583667,Labonte,70.9,1,0.029,0.636,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,-+-,Not_Available,Filtered_Out,0.619709178771433,0.135507201697114,-,0.271,0.567007627397152,0.0676485204982603,Ramaker,72.9,1,0.029,0.636,0.0751,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZMAT2,2.44e-06,zinc finger matrin-type 2,++-,+++++-,---+,0.135845921750773,0.691828932329603,+,0.272,0.565923399401181,0.024694837,Labonte,73.1,1,0.029,0.636,0.203,putamen,putamen <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,putamen <  striatum  < basal ganglia,Telencephalon projecting excitatory neurons,2.96086767032053,Sympathetic cholinergic neurons,3.38506255416219
TCAIM,1.4e-07,"T cell activation inhibitor, mitochondrial",+-+,++--++,-+-+,0.82967457552967,0.136542384041536,-,0.273,0.563702522935896,0.0185238742379788,Ramaker,73.5,1,0.029,0.636,0.608,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
CABP1,1.01e-08,calcium binding protein 1,++-,++++-+,----,0.136731325102958,0.226625413125992,+,0.273,0.563101981641874,0.031571787,Labonte,73.6,1,0.029,0.636,0.769,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
MED19,1.75e-07,mediator complex subunit 19,++-,++++++,+--+,0.136737951734917,0.764301550026934,+,0.273,0.563080934234083,0.010293157,Labonte,73.6,1,0.029,0.636,0.125,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Ependymal cells,2.20577960467865,Sympathetic cholinergic neurons,2.75665720184329
RANGAP1,3.07e-08,Ran GTPase activating protein 1,++-,+-++++,----,0.18209726531497,0.136997830296414,-,0.274,0.562256315265425,0.026652004,Labonte,73.7,1,0.029,0.636,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
PCDHA1,5.44e-08,protocadherin alpha 1,---,----+-,Not_Available,0.991112639746077,0.142359352599668,-,0.285,0.545584000018478,0.09718751,Labonte,76.6,1,0.029,0.636,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
TRMT61A,3.68e-09,tRNA methyltransferase 61A,++-,-++-+-,Not_Available,0.144719227054644,0.613038618805206,+,0.289,0.538443770044788,0.022484129,Labonte,77.9,1,0.029,0.636,0.267,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
ADCK3,1.43e-08,coenzyme Q8A,+--,--+-+-,----,0.778689010578691,0.150011357002564,-,0.3,0.522845864634776,0.076025187,Ding,80.7,1,0.029,0.636,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PROX2,7.55e-10,prospero homeobox 2,--+,Missing_P_Values,Not_Available,0.537596363522456,0.150315634236791,-,0.301,0.521965850697546,0.13234417444057,Ramaker,80.9,1,0.029,0.636,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
C3orf84,2.53e-07,chromosome 3 open reading frame 84,+-+,Not_Available,Not_Available,0.151134344442286,0.825742335527089,+,0.302,0.519606837767366,0.158126890433252,Ramaker,81.3,1,0.029,0.636,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
CCDC36,6.57e-07,coiled-coil domain containing 36,+++,-+-++-,Filtered_Out,0.152033268614667,0.85992207638326,+,0.304,0.517031371688448,0.043414667,Labonte,81.8,1,0.029,0.636,0.054,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
OR12D3,1.2e-09,olfactory receptor family 12 subfamily D member 3,+++,Not_Available,Filtered_Out,0.152958531216979,0.936937192672666,+,0.306,0.514396299693115,0.166485823821908,Ramaker,82.3,1,0.029,0.636,0.0523,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,Gene detected; No expression measured,Not_Available,Vascular endothelial cells,Not_Available
EXT1,1.2e-06,exostosin glycosyltransferase 1,+-+,+++---,+--+,0.15330411259902,0.550856217300897,+,0.307,0.513416198763421,0.015325053,Labonte,82.5,1,0.029,0.636,0.81,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Ependymal cells,3.73397788580322,Ependymal cells,3.69044701771994
LPIN3,1.01e-06,lipin 3,-+-,-+++++,Filtered_Out,0.153326338409848,0.959171178106483,+,0.307,0.513353239934751,0.134483973782005,Ramaker,82.5,1,0.029,0.636,0.0659,oculomotor nuclear complex,oculomotor nuclear complex <  midbrain tegmentum  <  mesencephalon  < gray matter,oculomotor nuclear complex < midbrain tegmentum,Vascular and leptomeningeal cells,4.95893978803052,Vascular and leptomeningeal cells,5.39737143526353
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,+-+,-+-+-+,+--+,0.159595395058184,0.58479693473818,+,0.319,0.49594964820898,0.013082865,Ding,85.9,1,0.029,0.636,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
PMFBP1,3.65e-07,polyamine modulated factor 1 binding protein 1,-++,+--+++,Filtered_Out,0.161435505540084,0.294656794389729,+,0.323,0.49097094629001,0.0269467467119905,Ramaker,86.9,1,0.029,0.636,0.356,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Cholinergic and monoaminergic neurons,3.63211686499626,Peripheral sensory neurofilament neurons,5.32364599048966
FAM120A,3.67e-08,family with sequence similarity 120A,--+,+-+-++,-+-+,0.567124110080162,0.168145295491076,-,0.336,0.473285283567601,0.043095599,Ding,90.5,1,0.029,0.636,0.649,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.35098614265464,Enteric neurons,2.57443704514341
