gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
OR12D3,1.2e-09,olfactory receptor family 12 subfamily D member 3,-+,Not_Available,Filtered_Out,0.121206935888661,0.878850102669405,+,0.242,0.24300846042934,0.0234,0.702,65.2,1,0.0523,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,Gene detected; No expression measured,Not_Available,Vascular endothelial cells,Not_Available
ZSCAN26,8.51e-12,zinc finger and SCAN domain containing 26,--,--++,--,0.985616977951032,0.121807568222738,-,0.244,0.15164015771215,0.0234,0.702,65.5,1,0.22,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,4.0160175318489,Hindbrain neurons,3.89453876391377
CDH9,9.7e-07,cadherin 9,+-,-++-,-+,0.92331543172203,0.121844627912316,-,0.244,0.066847867,0.0234,0.702,65.6,1,0.0139,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
SHISA9,8.98e-17,shisa family member 9,+-,--++,Not_Available,0.740682842345768,0.122278034127583,-,0.245,0.027790087,0.0234,0.702,65.8,1,0.755,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Glutamatergic neuroblasts,3.68661985995387,Glutamatergic neuroblasts,3.55297161097771
MR1,6.25e-08,"major histocompatibility complex, class I-related",++,-+--,-+,0.126587287417751,0.236133842145411,+,0.253,0.03727316,0.0234,0.702,68.1,1,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
CCS,2.3e-06,copper chaperone for superoxide dismutase,-+,-+++,++,0.12867979200115,0.97180465345881,+,0.257,0.061848783,0.0234,0.702,69.2,1,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
CELF4,8.75e-10,CUGBP Elav-like family member 4,++,----,--,0.906907385790482,0.128992129517915,-,0.258,0.078722159,0.0234,0.702,69.4,1,0.739,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.77580205597784,Cholinergic and monoaminergic neurons,3.48238762624301
RFTN2,5.41e-07,raftlin family member 2,--,++--,++,0.734592436019954,0.129121045036133,-,0.258,0.0661372264719859,0.0234,0.702,69.5,1,0.444,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.07228894242944,Enteric glia,3.28226436108575
KYNU,2.38e-06,kynureninase,-+,++-+,Filtered_Out,0.130025415310153,0.941861652964389,+,0.26,0.113192237,0.0234,0.702,70,1,0.993,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Vascular and leptomeningeal cells,3.61264722925713,Peripheral sensory neurofilament neurons,5.61856084128691
SEMA6D,4.1e-09,semaphorin 6D,--,+-++,++,0.375401606969606,0.132160348738185,-,0.264,0.0438794353217298,0.0234,0.702,71.1,1,0.981,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Hindbrain neurons,2.92414767067453,Sympathetic cholinergic neurons,3.0507872490882
EXT1,1.2e-06,exostosin glycosyltransferase 1,--,+---,+-,0.852921108324952,0.133546795212276,-,0.267,0.086153338,0.0234,0.702,71.8,1,0.81,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Ependymal cells,3.73397788580322,Ependymal cells,3.69044701771994
GRM5,6.21e-17,glutamate metabotropic receptor 5,+-,--+-,Filtered_Out,0.939666109384656,0.135852857321203,-,0.272,0.154865637648089,0.0234,0.702,73.1,1,0.708,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
HSPA1A,8.13e-08,heat shock protein family A (Hsp70) member 1A,--,++--,+-,0.956145031809053,0.139542395808467,-,0.279,0.127307803,0.0234,0.702,75.1,1,0.983,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
SCYL1,6.11e-08,SCY1 like pseudokinase 1,++,---+,-+,0.515959083594139,0.143030776675149,-,0.286,0.006742978,0.0234,0.702,77,1,0.207,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
DENND1B,1.45e-08,DENN domain containing 1B,--,-++-,-+,0.941869161811017,0.149584623600066,-,0.299,0.091559176,0.0234,0.702,80.5,1,0.879,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,+-,-+++,Filtered_Out,0.304117353540999,0.150535086056547,-,0.301,0.00566483,0.0234,0.702,81,1,0.761,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PGBD1,5.95e-14,piggyBac transposable element derived 1,--,+++-,--,0.453296978088607,0.157702840649783,-,0.315,0.026554307,0.0234,0.702,84.8,1,0.438,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.54124528680014,Cholinergic and monoaminergic neurons,2.67936848883206
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,+-,-++-,--,0.965164437476792,0.158418362288665,-,0.317,0.187508214692207,0.0234,0.702,85.2,1,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
ZNF165,1.95e-12,zinc finger protein 165,++,--++,Filtered_Out,0.158547263865402,0.882499688156738,+,0.317,0.14509050353664,0.0234,0.702,85.3,1,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
RBMS3,7.31e-07,RNA binding motif single stranded interacting protein 3,-+,++-+,Filtered_Out,0.159770692993469,0.951694438292052,+,0.32,0.14165621,0.0234,0.702,86,1,0.927,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,4.58825511219871,Enteric neurons,3.2617952846437
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,+-,---+,--,0.98038307499049,0.162795241773686,-,0.326,0.134191386,0.0234,0.702,87.6,1,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
MANEA,1.88e-06,mannosidase endo-alpha,+-,++--,-+,0.643619652346106,0.162961092668051,-,0.326,0.118497160673559,0.0234,0.702,87.7,1,0.87,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,3.67354498734173,Hindbrain neurons,3.83091357174874
TYR,6.97e-09,tyrosinase,++,Not_Available,Filtered_Out,0.164841432808579,0.835215605749487,+,0.33,0.3198936467939,0.0234,0.702,88.7,1,0.504,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
APOPT1,9.26e-09,"apoptogenic 1, mitochondrial",-+,++--,Not_Available,0.16503394167431,0.637515545766974,+,0.33,0.106324500698081,0.0234,0.702,88.8,1,0.261,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
FADS1,1.25e-07,fatty acid desaturase 1,--,++--,++,0.165141254832175,0.758547940853255,+,0.33,0.052192182,0.0234,0.702,88.8,1,0.866,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,3.13385409696618,Satellite glia,2.64161538223522
BCHE,2.39e-07,butyrylcholinesterase,--,+++-,-+,0.735747426324605,0.165890131336396,-,0.332,0.129310955678416,0.0234,0.702,89.2,1,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,+-,-+--,-+,0.930259285906107,0.167214318537399,-,0.334,0.204063483,0.0234,0.702,90,1,0.823,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZKSCAN3,1.16e-08,zinc finger with KRAB and SCAN domains 3,-+,++++,Filtered_Out,0.168130132307908,0.962819739748734,+,0.336,0.161482233,0.0234,0.702,90.5,1,0.289,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Choroid epithelial cells,2.97874457276878,Enteric neurons,3.02516222227187
CTNNA3,1.69e-10,catenin alpha 3,-+,++++,Filtered_Out,0.171457674075603,0.810334376083131,+,0.343,0.143066319,0.0234,0.702,92.2,1,0.707,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
SF3B1,1.78e-08,splicing factor 3b subunit 1,--,+++-,+-,0.663659787044412,0.174490580906278,-,0.349,0.0675775842609336,0.0234,0.702,93.9,1,0.542,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
PCDHA2,4.57e-08,protocadherin alpha 2,+-,++++,Filtered_Out,0.174953356550174,0.881263715863226,+,0.35,0.157801684,0.0234,0.702,94.1,1,0.631,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Spinal cord inhibitory neurons,3.62381760574292,Spinal cord inhibitory neurons,3.87457447125714
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+,++++,Filtered_Out,0.175360927451257,0.646294817954659,+,0.351,0.144667589,0.0234,0.702,94.3,1,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H1B,9.97e-14,histone cluster 1 H1 family member b,-+,Not_Available,Filtered_Out,0.175507643166781,0.824549395391284,+,0.351,0.335409787768777,0.0234,0.702,94.4,1,0.491,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZC3H7B,2.91e-08,zinc finger CCCH-type containing 7B,++,---+,--,0.807168304138614,0.17642537862257,-,0.353,0.014342726,0.0234,0.702,94.9,1,0.183,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Cholinergic and monoaminergic neurons,3.77444321120833,Sympathetic cholinergic neurons,2.36603288386083
TMEM106B,1.22e-12,transmembrane protein 106B,--,++--,++,0.612590845953363,0.179654558698067,-,0.359,0.094757944,0.0234,0.702,96.7,1,0.857,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.25405600017945,Cholinergic and monoaminergic neurons,3.26841697346521
PCDH9,3.53e-10,protocadherin 9,--,+--+,++,0.18280237354826,0.601740234726923,+,0.366,0.090510581,0.0234,0.702,98.3,1,0.94,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,3.70140632202485,Oligodendrocytes,3.84835815637682
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,-+,Not_Available,Filtered_Out,0.187999087383071,0.812057951174994,+,0.376,0.358264870906739,0.0234,0.702,101,1,0.528,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HLA-DQA1,6.06e-07,"major histocompatibility complex, class II, DQ alpha 1",-+,-+--,Not_Available,0.190773717445509,0.78885895894851,+,0.382,0.152222333,0.0234,0.702,103,1,0.999,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Perivascular macrophages,4.99698634411188,Perivascular macrophages,5.00429757573023
TRAF3,3.17e-07,TNF receptor associated factor 3,-+,----,+-,0.816914663239461,0.196081703318492,-,0.392,0.054241667,0.0234,0.702,105,1,0.428,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Hindbrain neurons,3.26811898489611,Hindbrain neurons,2.9800683009023
ESR2,2.67e-09,estrogen receptor 2,++,++++,Filtered_Out,0.197855755322444,0.952961180754302,+,0.396,0.199315477,0.0234,0.702,106,1,0.399,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Cholinergic and monoaminergic neurons,5.53691415186752,Cholinergic and monoaminergic neurons,5.66013271833836
CELF2,7.52e-08,CUGBP Elav-like family member 2,+-,----,-+,0.886537038578249,0.19869246097324,-,0.397,0.166449719,0.0234,0.702,107,1,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
OLFM4,1.7e-12,olfactomedin 4,++,+++-,Filtered_Out,0.200008103295038,0.778164464673599,+,0.4,0.149857931,0.0234,0.702,108,1,0.99,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Peptidergic neurons,4.1737192292522,Peptidergic neurons,4.56491232412
ZNF660,2.47e-10,zinc finger protein 660,-+,--++,Filtered_Out,0.203920357703869,0.872763980945354,+,0.408,0.131673996,0.0234,0.702,110,1,0.142,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,+-,-+-+,--,0.969363478836192,0.204011164923976,-,0.408,0.146137172,0.0234,0.702,110,1,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
CACNA2D1,2.52e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,+-,-++-,+-,0.910918674958726,0.204383126600484,-,0.409,0.147678519,0.0234,0.702,110,1,0.899,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
PSORS1C2,2.98e-07,psoriasis susceptibility 1 candidate 2,+-,Not_Available,Filtered_Out,0.206707734428474,0.793349304129592,+,0.413,0.393011537276286,0.0234,0.702,111,1,0.622,lateral parabrachial nucleus,lateral parabrachial nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,lateral parabrachial nucleus < pontine tegmentum,Vascular endothelial cells,4.61719413561084,Vascular endothelial cells,5.0468346698786
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,Not_Available,Filtered_Out,0.206821811544604,0.793235227013461,+,0.414,0.393193664549704,0.0234,0.702,111,1,0.0751,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
HARS,2.1e-07,histidyl-tRNA synthetase,+-,--++,++,0.207393221247922,0.774600400975805,+,0.415,0.060676606,0.0234,0.702,112,1,0.113,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,+-,--++,-+,0.87432021382566,0.207611924839596,-,0.415,0.057039397,0.0234,0.702,112,1,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
FAM172A,7.75e-10,family with sequence similarity 172 member A,+-,-++-,Not_Available,0.839813183200864,0.207871557195876,-,0.416,0.19969668,0.0234,0.702,112,1,0.505,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Oligodendrocytes,2.54488343707848,Peripheral sensory non-peptidergic neurons,2.68221919989064
SPPL3,2.85e-10,signal peptide peptidase like 3,+-,+-++,Not_Available,0.597295565950607,0.208728025511827,-,0.417,0.157570871422634,0.0234,0.702,112,1,0.373,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.6523698477599,Peripheral sensory neurofilament neurons,2.35524857505318
CNTNAP5,3.89e-09,contactin associated protein like 5,+-,--++,Filtered_Out,0.530039372253938,0.215171753664966,-,0.43,0.054350763,0.0234,0.702,116,1,0.391,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CTNND1,7.75e-08,catenin delta 1,+-,+--+,+-,0.215831502688556,0.36015369894051,+,0.432,0.005485019,0.0234,0.702,116,1,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.14436050159554,Peripheral sensory non-peptidergic neurons,3.04181193393998
FNIP2,7.22e-07,folliculin interacting protein 2,--,+---,Not_Available,0.573596956963061,0.216399635221084,-,0.433,0.035121073,0.0234,0.702,116,1,0.742,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.55076681065805,Sympathetic cholinergic neurons,2.74557029806866
EMILIN3,3.37e-09,elastin microfibril interfacer 3,++,---+,-+,0.7931471119949,0.216518607983751,-,0.433,0.093005555,0.0234,0.702,116,1,0.351,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Hindbrain neurons,4.9238999417661,Peripheral sensory peptidergic neurons,3.998151794001
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,---+,--,0.793773084964213,0.217291728357172,-,0.435,0.048153752,0.0234,0.702,117,1,0.978,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Telencephalon projecting excitatory neurons,5.2629976262473,Telencephalon projecting excitatory neurons,5.72876305964627
CHMP3,4e-07,charged multivesicular body protein 3,+-,--+-,-+,0.799623153127092,0.218035031626066,-,0.436,0.029561704,0.0234,0.702,117,1,Not_Available,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
C16orf45,1.86e-09,BMERB Domain Containing 1,++,-+--,--,0.884798928168941,0.218133911646364,-,0.436,0.155821654,0.0234,0.702,117,1,0.584,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZNF536,1.62e-06,zinc finger protein 536,-+,++++,+-,0.220246931266696,0.466430554614804,+,0.44,0.038440967,0.0234,0.702,118,1,0.527,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon inhibitory interneurons,2.76402611732913,Telencephalon inhibitory interneurons,2.84477685813301
PAX5,6.67e-10,paired box 5,-+,Missing_P_Values,Filtered_Out,0.22404745608031,0.776009582477755,+,0.448,0.421726360609752,0.0234,0.702,121,1,0.983,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Cholinergic and monoaminergic neurons,5.00774337238289,Cholinergic and monoaminergic neurons,5.46886575678045
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,+-,++-+,Filtered_Out,0.356556365470827,0.225032907461313,-,0.45,0.01659268,0.0234,0.702,121,1,0.45,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Hindbrain neurons,4.01943544922757,Hindbrain neurons,4.10962598131774
TMEM67,3.38e-07,transmembrane protein 67,-+,+++-,Filtered_Out,0.229269620041629,0.386098421486771,+,0.459,0.010568155,0.0234,0.702,123,1,0.566,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,4.92843260898498,Ependymal cells,5.1952029590477
TAL1,5.73e-07,"TAL bHLH transcription factor 1, erythroid differentiation factor",-+,++-+,Filtered_Out,0.229955217076403,0.858430598121854,+,0.46,0.117610401,0.0234,0.702,124,1,0.888,superior olivary complex,superior olivary complex <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,superior olivary complex < pontine tegmentum,Di- and mesencephalon inhibitory neurons,4.97522784901096,Di- and mesencephalon inhibitory neurons,5.43065221780771
IK,2.32e-06,IK cytokine,++,+++-,++,0.233716307076372,0.856174759507058,+,0.467,0.043139419,0.0234,0.702,126,1,0.161,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.60727674107684,Sympathetic cholinergic neurons,2.48710849996183
TCTEX1D1,6.7e-08,Tctex1 domain containing 1,+-,+++-,Filtered_Out,0.235341109904547,0.692685132063094,+,0.471,0.074252194,0.0234,0.702,127,1,0.518,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.49021351946159,Ependymal cells,5.78194929693987
GRM8,1.8e-12,glutamate metabotropic receptor 8,--,+-++,--,0.592380355148807,0.235349727376744,-,0.471,0.127167697,0.0234,0.702,127,1,0.571,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,4.99345404558307,Hindbrain neurons,5.10986286366373
ASIC2,3.77e-07,acid sensing ion channel subunit 2,+-,---+,Filtered_Out,0.90175671657861,0.235819253007906,-,0.472,0.31856727,0.0234,0.702,127,1,0.365,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,4.82497568531923,Peripheral sensory non-peptidergic neurons,3.67800059222537
EPHB2,1.04e-06,EPH receptor B2,--,++--,+-,0.797767607502514,0.238136888994059,-,0.476,0.135571822,0.0234,0.702,128,1,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
KLC1,2.46e-10,kinesin light chain 1,+-,+++-,-+,0.612523689202319,0.24239126975383,-,0.485,0.01051339,0.0234,0.702,130,1,0.629,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.53810712032724,Sympathetic cholinergic neurons,2.98086183940725
PTPRS,2.3e-06,protein tyrosine phosphatase receptor type S,+-,+---,++,0.520688224557157,0.243558101402811,-,0.487,0.02752809,0.0234,0.702,131,1,0.624,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.52618069083407,Hindbrain neurons,3.41680827717013
